幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,29.98000,30.28000,30.26700,30.24100,30.20400,30.16400,30.11500,30.06300,30.01700,本行賣出,30.52200,30.38000,30.37100,30.35300,30.31500,30.27600,30.23500,30.19300,30.15500,
HKD,本行買入,3.73800,3.85800,3.85700,3.85600,3.85400,3.85100,3.84700,3.84200,3.83800,本行賣出,3.93300,3.91800,3.91800,3.91900,3.91700,3.91400,3.91200,3.90900,3.90600,
GBP,本行買入,37.71000,38.58000,38.57500,38.56600,38.55100,38.53000,38.50100,38.47100,38.44100,本行賣出,39.64000,39.00000,39.00800,39.02400,39.00700,38.99100,38.97400,38.95700,38.93900,
AUD,本行買入,22.74000,22.93000,22.91500,22.88500,22.84700,22.80300,22.75700,22.71100,22.66500,本行賣出,23.40000,23.16000,23.15400,23.14200,23.10400,23.06200,23.02300,22.98500,22.94700,
CAD,本行買入,22.53000,22.80000,22.79500,22.78400,22.76500,22.74300,22.71700,22.69100,22.66500,本行賣出,23.27000,23.02000,23.02100,23.02200,23.00400,22.98400,22.96500,22.94600,22.92700,
SGD,本行買入,21.40000,21.82000,21.81200,21.79600,21.77600,21.75100,21.72200,21.69200,21.66300,本行賣出,22.18000,22.00000,22.00000,22.00100,21.98100,21.95800,21.93600,21.91300,21.89100,
CHF,本行買入,30.46000,30.99000,30.99800,31.01400,31.03100,31.04900,31.05800,31.06700,31.07500,本行賣出,31.52000,31.28000,31.29600,31.32900,31.34700,31.36800,31.38700,31.40500,31.42400,
JPY,本行買入,0.26450,0.27090,0.27090,0.27080,0.27090,0.27090,0.27080,0.27080,0.27070,本行賣出,0.27550,0.27490,0.27500,0.27520,0.27520,0.27520,0.27520,0.27530,0.27530,
ZAR,本行買入,0.00000,2.32000,2.31400,2.30200,2.28800,2.27200,2.25700,2.24200,2.22800,本行賣出,0.00000,2.40000,2.39600,2.38700,2.37300,2.35700,2.34300,2.32900,2.31500,
SEK,本行買入,3.09000,3.43000,3.43000,3.43100,3.43200,3.43300,3.43300,3.43300,3.43300,本行賣出,3.60000,3.53000,3.53200,3.53500,3.53700,3.53700,3.53800,3.54000,3.54100,
NZD,本行買入,21.59000,21.83000,21.81600,21.78800,21.74800,21.70200,21.65300,21.60500,21.55600,本行賣出,22.22000,22.03000,22.02200,22.00600,21.96700,21.92200,21.88000,21.83900,21.79700,
THB,本行買入,0.78900,0.87750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.93200,0.91750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.55900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.69200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00198,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00268,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,33.17000,33.67000,33.67600,33.69000,33.70300,33.70900,33.71800,33.72200,33.72600,本行賣出,34.32000,34.07000,34.08500,34.09300,34.11300,34.11400,34.12500,34.13000,34.13500,
KRW,本行買入,0.02501,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02891,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00097,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00147,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.04600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.58100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.35100,4.42300,4.41570,4.40120,4.38180,4.36430,4.34630,4.32830,4.31040,本行賣出,4.51300,4.47300,4.46810,4.45840,4.44290,4.43000,4.41640,4.40290,4.38950,
