幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,29.66500,29.96500,29.95300,29.92800,29.88800,29.84400,29.79300,29.74500,29.69300,本行賣出,30.20700,30.06500,30.05600,30.03900,30.00000,29.95800,29.91700,29.88000,29.83000,
HKD,本行買入,3.70500,3.82500,3.82400,3.82200,3.81900,3.81500,3.81000,3.80500,3.80100,本行賣出,3.90000,3.88500,3.88500,3.88400,3.88200,3.87800,3.87500,3.87100,3.86800,
GBP,本行買入,37.96000,38.83000,38.82000,38.80100,38.78400,38.75600,38.72600,38.69500,38.66500,本行賣出,39.89000,39.25000,39.25000,39.25100,39.23700,39.21100,39.19500,39.17900,39.16300,
AUD,本行買入,22.04000,22.23000,22.21300,22.18000,22.14000,22.09400,22.04600,21.99900,21.95300,本行賣出,22.70000,22.46000,22.45000,22.42900,22.39100,22.34600,22.30500,22.26700,22.22900,
CAD,本行買入,21.81000,22.08000,22.07100,22.05400,22.03800,22.01200,21.98600,21.96000,21.93300,本行賣出,22.55000,22.30000,22.29700,22.29100,22.27500,22.25000,22.23300,22.21500,22.19800,
SGD,本行買入,21.13000,21.55000,21.54000,21.52100,21.50000,21.47200,21.44100,21.41100,21.38000,本行賣出,21.91000,21.73000,21.72700,21.72000,21.69900,21.67300,21.65100,21.62900,21.60700,
CHF,本行買入,30.11000,30.64000,30.64400,30.65200,30.66600,30.67700,30.68700,30.69700,30.70700,本行賣出,31.17000,30.93000,30.94100,30.96300,30.97900,30.99100,31.01200,31.03300,31.05500,
JPY,本行買入,0.26080,0.26720,0.26720,0.26720,0.26720,0.26720,0.26720,0.26720,0.26720,本行賣出,0.27180,0.27120,0.27130,0.27140,0.27140,0.27140,0.27140,0.27140,0.27150,
ZAR,本行買入,0.00000,2.22000,2.21400,2.20200,2.18900,2.17400,2.15900,2.14400,2.12900,本行賣出,0.00000,2.30000,2.29500,2.28600,2.27300,2.25800,2.24400,2.23000,2.21600,
SEK,本行買入,3.05000,3.39000,3.39000,3.39000,3.39000,3.39100,3.39100,3.39100,3.39100,本行賣出,3.56000,3.49000,3.49100,3.49300,3.49400,3.49400,3.49600,3.49700,3.49800,
NZD,本行買入,20.48000,20.72000,20.70200,20.66600,20.62500,20.57700,20.52900,20.48000,20.43200,本行賣出,21.11000,20.92000,20.91000,20.89100,20.84900,20.80300,20.76300,20.72200,20.68200,
THB,本行買入,0.76950,0.85800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.91250,0.89800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.55410,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.68710,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00188,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00258,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,32.89000,33.39000,33.39000,33.39100,33.40100,33.40300,33.40300,33.40200,33.40200,本行賣出,34.04000,33.79000,33.80000,33.82000,33.83300,33.83700,33.84700,33.85700,33.86700,
KRW,本行買入,0.02513,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02903,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00095,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00145,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,5.92000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.45500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.26600,4.33800,4.33180,4.31940,4.30200,4.28440,4.26600,4.24780,4.22960,本行賣出,4.42800,4.38800,4.38360,4.37480,4.35980,4.34680,4.33340,4.32010,4.30690,
