幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,31.65000,31.95000,31.92700,31.88200,31.83700,31.79600,31.73800,31.69000,31.65200,本行賣出,32.19200,32.05000,32.03200,31.99500,31.94900,31.91200,31.89700,31.84000,31.81300,
HKD,本行買入,3.97000,4.09000,4.08900,4.08700,4.08600,4.08300,4.08000,4.07700,4.07400,本行賣出,4.16500,4.15000,4.15000,4.15000,4.14900,4.14700,4.14600,4.14400,4.14200,
GBP,本行買入,38.56000,39.43000,39.42200,39.40600,39.40900,39.40000,39.39000,39.38000,39.36900,本行賣出,40.49000,39.85000,39.85400,39.86100,39.86200,39.85400,39.85800,39.86200,39.86600,
AUD,本行買入,22.93000,23.12000,23.10300,23.06800,23.03300,22.99500,22.95400,22.91700,22.87700,本行賣出,23.59000,23.35000,23.34300,23.32900,23.29300,23.25800,23.22300,23.19300,23.16100,
CAD,本行買入,23.49000,23.76000,23.75200,23.73700,23.72400,23.70900,23.69000,23.67200,23.65300,本行賣出,24.23000,23.98000,23.97800,23.97500,23.96200,23.94700,23.93600,23.92500,23.91400,
SGD,本行買入,21.63000,22.05000,22.03800,22.01300,21.99500,21.98100,21.95700,21.93200,21.90800,本行賣出,22.41000,22.23000,22.23100,22.23400,22.21700,22.20500,22.18600,22.16700,22.14800,
CHF,本行買入,30.44000,30.97000,30.97300,30.97800,31.01400,31.04400,31.08000,31.11600,31.15200,本行賣出,31.50000,31.26000,31.27900,31.31700,31.35800,31.39600,31.43600,31.47500,31.51500,
JPY,本行買入,0.26320,0.26960,0.26950,0.26940,0.26940,0.26930,0.26940,0.26940,0.26940,本行賣出,0.27420,0.27360,0.27360,0.27370,0.27370,0.27360,0.27380,0.27390,0.27410,
ZAR,本行買入,0.00000,2.22000,2.21400,2.20200,2.18800,2.17200,2.15600,2.14100,2.12500,本行賣出,0.00000,2.30000,2.29500,2.28500,2.27100,2.25600,2.24100,2.22600,2.21200,
SEK,本行買入,3.02000,3.36000,3.36000,3.36100,3.36400,3.36700,3.37000,3.37200,3.37400,本行賣出,3.53000,3.46000,3.46200,3.46500,3.46800,3.47100,3.47400,3.47800,3.48200,
NZD,本行買入,21.83000,22.07000,22.04900,22.00700,21.96400,21.91700,21.87100,21.82400,21.77800,本行賣出,22.46000,22.27000,22.25900,22.23600,22.19200,22.14800,22.10800,22.06800,22.02800,
THB,本行買入,0.78660,0.87510,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.92960,0.91510,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.59090,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.72390,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00208,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00278,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,32.55000,33.05000,33.04800,33.04400,33.04300,33.04100,33.04200,33.04300,33.04300,本行賣出,33.70000,33.45000,33.45600,33.46900,33.46600,33.47000,33.49000,33.51000,33.53000,
KRW,本行買入,0.02510,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00103,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00153,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.05900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.65900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.50900,4.58100,4.56320,4.52760,4.49200,4.46490,4.44020,4.41560,4.39120,本行賣出,4.67100,4.63100,4.61800,4.59200,4.56300,4.54210,4.52460,4.50730,4.49010,
