幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 32.25500, 32.55500, 32.54500, 32.52600, 32.50300, 32.48300, 32.45500, 32.43000, 32.40700,     賣出, 32.79700, 32.65500, 32.64900, 32.63700, 32.61800, 32.59500, 32.58000, 32.56300, 32.55000,
 HKD,     買入,  4.04700,  4.16700,  4.16600,  4.16500,  4.16500,  4.16400,  4.16100,  4.15800,  4.15400,     賣出,  4.24200,  4.22700,  4.22800,  4.22900,  4.22900,  4.22800,  4.22600,  4.22500,  4.22400,
 GBP,     買入, 46.77000, 47.64000, 47.62900, 47.60800, 47.59700, 47.58100, 47.55800, 47.53400, 47.51100,     賣出, 48.70000, 48.06000, 48.06400, 48.07100, 48.06300, 48.04800, 48.03900, 48.03000, 48.02000,
 AUD,     買入, 23.31000, 23.50000, 23.48100, 23.44300, 23.40300, 23.36300, 23.31400, 23.27200, 23.22800,     賣出, 23.97000, 23.73000, 23.72300, 23.70900, 23.67000, 23.63200, 23.58900, 23.55400, 23.51800,
 CAD,     買入, 24.64000, 24.91000, 24.90300, 24.88800, 24.87900, 24.86900, 24.85100, 24.83300, 24.81600,     賣出, 25.38000, 25.13000, 25.13200, 25.13700, 25.13000, 25.12100, 25.11000, 25.10000, 25.09000,
 SGD,     買入, 23.10000, 23.52000, 23.51100, 23.49300, 23.46200, 23.44500, 23.41700, 23.39000, 23.36300,     賣出, 23.88000, 23.70000, 23.69900, 23.69700, 23.67700, 23.65900, 23.63900, 23.61800, 23.59800,
 CHF,     買入, 32.16000, 32.69000, 32.69100, 32.69300, 32.72500, 32.75400, 32.77800, 32.80300, 32.82800,     賣出, 33.22000, 32.98000, 33.00000, 33.04100, 33.08100, 33.11600, 33.15800, 33.20000, 33.24200,
 JPY,     買入,  0.28490,  0.29130,  0.29130,  0.29120,  0.29130,  0.29140,  0.29160,  0.29170,  0.29180,     賣出,  0.29590,  0.29530,  0.29540,  0.29560,  0.29570,  0.29580,  0.29610,  0.29630,  0.29660,
 ZAR,     買入,  0.00000,  2.02000,  2.01400,  2.00200,  1.98800,  1.97300,  1.95800,  1.94300,  1.92800,     賣出,  0.00000,  2.12000,  2.11600,  2.10800,  2.09400,  2.08000,  2.06500,  2.05100,  2.03700,
 SEK,     買入,  3.53000,  3.87000,  3.87000,  3.87000,  3.87300,  3.87600,  3.87800,  3.88000,  3.88200,     賣出,  4.04000,  3.97000,  3.97200,  3.97600,  3.98000,  3.98300,  3.98600,  3.98900,  3.99300,
 NZD,     買入, 21.59000, 21.83000, 21.81000, 21.77000, 21.72600, 21.68600, 21.64000, 21.59400, 21.54800,     賣出, 22.22000, 22.03000, 22.02000, 22.00100, 21.96000, 21.91900, 21.88000, 21.84100, 21.80200,
 THB,     買入,  0.80900,  0.89750,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.95200,  0.93750,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.64870,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.78170,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00208,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00278,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 35.59000, 36.09000, 36.08800, 36.08500, 36.09500, 36.11000, 36.12300, 36.13600, 36.14900,     賣出, 36.74000, 36.49000, 36.50000, 36.52100, 36.53900, 36.55500, 36.58400, 36.61300, 36.64200,
 KRW,     買入,  0.02561,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.02951,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00109,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00159,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.66800,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.46300,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.85000,  4.92200,  4.91700,  4.90700,  4.89520,  4.88210,  4.86690,  4.85170,  4.83660,     賣出,  5.01200,  4.97200,  4.96900,  4.96300,  4.95470,  4.94380,  4.93300,  4.92220,  4.91150,
