幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 32.19000, 32.49000, 32.48000, 32.46000, 32.43300, 32.41300, 32.38300, 32.36500, 32.33900,     賣出, 32.73200, 32.59000, 32.58400, 32.57200, 32.54900, 32.53000, 32.51700, 32.50200, 32.48800,
 HKD,     買入,  4.04400,  4.16400,  4.16300,  4.16200,  4.16100,  4.16000,  4.15700,  4.15400,  4.15100,     賣出,  4.23900,  4.22400,  4.22400,  4.22500,  4.22400,  4.22300,  4.22100,  4.21900,  4.21700,
 GBP,     買入, 42.53000, 43.40000, 43.38600, 43.35900, 43.34100, 43.31900, 43.29900, 43.27800, 43.25800,     賣出, 44.46000, 43.82000, 43.81900, 43.81700, 43.79900, 43.78200, 43.77400, 43.76600, 43.75800,
 AUD,     買入, 23.77000, 23.96000, 23.94200, 23.90600, 23.86900, 23.83100, 23.78900, 23.75000, 23.71000,     賣出, 24.43000, 24.19000, 24.17800, 24.15500, 24.11900, 24.08200, 24.04700, 24.01400, 23.98100,
 CAD,     買入, 24.50000, 24.77000, 24.76100, 24.74200, 24.72900, 24.71400, 24.69700, 24.68100, 24.66400,     賣出, 25.24000, 24.99000, 24.98800, 24.98300, 24.97100, 24.95800, 24.94800, 24.93800, 24.92800,
 SGD,     買入, 23.45000, 23.87000, 23.85600, 23.82700, 23.80000, 23.77500, 23.74500, 23.71500, 23.68500,     賣出, 24.23000, 24.05000, 24.04600, 24.03800, 24.01600, 23.98600, 23.96400, 23.94200, 23.92000,
 CHF,     買入, 32.70000, 33.23000, 33.23400, 33.24200, 33.26700, 33.29300, 33.32100, 33.34900, 33.37700,     賣出, 33.76000, 33.52000, 33.53400, 33.56300, 33.58900, 33.61900, 33.65600, 33.69300, 33.73000,
 JPY,     買入,  0.31130,  0.31770,  0.31770,  0.31760,  0.31760,  0.31770,  0.31780,  0.31790,  0.31810,     賣出,  0.32230,  0.32170,  0.32200,  0.32260,  0.32270,  0.32290,  0.32310,  0.32340,  0.32370,
 ZAR,     買入,  0.00000,  2.08000,  2.07500,  2.06500,  2.05100,  2.03700,  2.02300,  2.00900,  1.99600,     賣出,  0.00000,  2.18000,  2.17600,  2.16700,  2.15400,  2.14000,  2.12700,  2.11400,  2.10100,
 SEK,     買入,  3.42000,  3.76000,  3.76000,  3.76100,  3.76200,  3.76500,  3.76800,  3.77000,  3.77200,     賣出,  3.93000,  3.86000,  3.86100,  3.86400,  3.86700,  3.86900,  3.87300,  3.87600,  3.87900,
 NZD,     買入, 22.61000, 22.85000, 22.82900, 22.78600, 22.74300, 22.69600, 22.65100, 22.60600, 22.56000,     賣出, 23.24000, 23.05000, 23.03700, 23.01100, 22.96800, 22.92300, 22.88400, 22.84500, 22.80600,
 THB,     買入,  0.81730,  0.90580,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.96030,  0.94580,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.64190,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.77490,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00208,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00278,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 35.09000, 35.59000, 35.59100, 35.59200, 35.59300, 35.60300, 35.61500, 35.62700, 35.63800,     賣出, 36.24000, 35.99000, 36.01900, 36.07600, 36.09700, 36.10900, 36.14600, 36.18300, 36.21900,
 KRW,     買入,  0.02576,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.02966,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00109,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00159,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.67700,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.47200,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.78700,  4.85900,  4.85320,  4.84170,  4.82820,  4.81800,  4.80420,  4.79030,  4.77650,     賣出,  4.94900,  4.90900,  4.90710,  4.90330,  4.89320,  4.88410,  4.87470,  4.86540,  4.85600,
