幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,29.76000,30.06000,30.04900,30.02600,29.98700,29.94200,29.89600,29.85000,29.78900,本行賣出,30.30200,30.16000,30.15300,30.14000,30.10100,30.05800,30.01600,29.97500,29.93300,
HKD,本行買入,3.71400,3.83400,3.83300,3.83200,3.83000,3.82700,3.82300,3.81800,3.81400,本行賣出,3.90900,3.89400,3.89400,3.89500,3.89300,3.89000,3.88800,3.88500,3.88200,
GBP,本行買入,37.52000,38.39000,38.38500,38.37600,38.36100,38.34000,38.31100,38.28100,38.25100,本行賣出,39.45000,38.81000,38.81800,38.83400,38.81700,38.80100,38.78400,38.76700,38.74900,
AUD,本行買入,22.13000,22.32000,22.30500,22.27500,22.23700,22.19300,22.14700,22.10100,22.05500,本行賣出,22.79000,22.55000,22.54400,22.53200,22.49400,22.45200,22.41300,22.37500,22.33700,
CAD,本行買入,22.00000,22.27000,22.26100,22.24400,22.22800,22.20200,22.17600,22.15000,22.12300,本行賣出,22.74000,22.49000,22.48700,22.48100,22.46500,22.44000,22.42300,22.40500,22.38800,
SGD,本行買入,21.24000,21.66000,21.65000,21.63100,21.61000,21.58200,21.55100,21.52100,21.49000,本行賣出,22.02000,21.84000,21.83700,21.83000,21.80900,21.78300,21.76100,21.73900,21.71700,
CHF,本行買入,30.17000,30.70000,30.70400,30.71200,30.72600,30.73700,30.74700,30.75700,30.76700,本行賣出,31.23000,30.99000,31.00100,31.02300,31.03900,31.05100,31.07200,31.09300,31.11500,
JPY,本行買入,0.26290,0.26930,0.26930,0.26930,0.26930,0.26930,0.26930,0.26930,0.26930,本行賣出,0.27390,0.27330,0.27340,0.27350,0.27360,0.27360,0.27360,0.27370,0.27370,
ZAR,本行買入,0.00000,2.25000,2.24400,2.23200,2.21900,2.20400,2.18900,2.17400,2.15900,本行賣出,0.00000,2.33000,2.32500,2.31600,2.30300,2.28800,2.27400,2.26000,2.24600,
SEK,本行買入,3.06000,3.40000,3.40000,3.40000,3.40000,3.40100,3.40100,3.40100,3.40100,本行賣出,3.57000,3.50000,3.50100,3.50300,3.50400,3.50400,3.50600,3.50700,3.50800,
NZD,本行買入,21.00000,21.24000,21.22200,21.18600,21.14500,21.09700,21.04900,21.00000,20.95200,本行賣出,21.63000,21.44000,21.43000,21.41100,21.36900,21.32300,21.28300,21.24200,21.20200,
THB,本行買入,0.77920,0.86770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.92220,0.90770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.55630,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.68930,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00193,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00263,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,32.95000,33.45000,33.45100,33.45400,33.46800,33.47300,33.47100,33.46800,33.46600,本行賣出,34.10000,33.85000,33.86200,33.88500,33.90600,33.91000,33.92100,33.93100,33.94100,
KRW,本行買入,0.02511,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02901,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00095,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00145,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,5.99000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.52500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.32800,4.40000,4.39210,4.37620,4.36420,4.34880,4.32980,4.31080,4.29190,本行賣出,4.49000,4.45000,4.44420,4.43270,4.41950,4.40970,4.39660,4.38350,4.37050,
