幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,29.24500,29.54500,29.52800,29.49300,29.44500,29.38700,29.33300,29.26700,29.20700,本行賣出,29.78700,29.64500,29.63100,29.60400,29.55700,29.50200,29.45200,29.39900,29.34700,
HKD,本行買入,3.64000,3.75500,3.75300,3.74900,3.74400,3.73900,3.73300,3.72600,3.72000,本行賣出,3.83000,3.81500,3.81400,3.81200,3.80800,3.80200,3.79800,3.79400,3.78900,
GBP,本行買入,38.94000,39.81000,39.79200,39.75700,39.71900,39.68600,39.64600,39.60500,39.56400,本行賣出,40.87000,40.23000,40.22500,40.21400,40.17800,40.14900,40.12200,40.09500,40.06800,
AUD,本行買入,22.86000,23.05000,23.03200,22.99500,22.95200,22.90300,22.85400,22.80300,22.75400,本行賣出,23.52000,23.28000,23.26900,23.24800,23.20400,23.15900,23.11700,23.07500,23.03400,
CAD,本行買入,23.23000,23.50000,23.48800,23.46500,23.42600,23.38300,23.34000,23.29700,23.25500,本行賣出,23.97000,23.72000,23.71700,23.71100,23.67100,23.63200,23.59800,23.56500,23.53200,
SGD,本行買入,21.74000,22.16000,22.14500,22.11500,22.08400,22.05200,22.01600,21.98000,21.94300,本行賣出,22.52000,22.34000,22.33400,22.32200,22.29200,22.26400,22.23600,22.20800,22.18000,
CHF,本行買入,29.58000,30.11000,30.10600,30.09900,30.10900,30.12400,30.12700,30.13000,30.13300,本行賣出,30.64000,30.40000,30.41000,30.43000,30.42800,30.44700,30.46900,30.49200,30.51400,
JPY,本行買入,0.25430,0.26070,0.26070,0.26060,0.26050,0.26050,0.26050,0.26040,0.26040,本行賣出,0.26530,0.26470,0.26470,0.26480,0.26470,0.26480,0.26480,0.26490,0.26490,
ZAR,本行買入,0.00000,2.34000,2.33400,2.32100,2.30700,2.29200,2.27700,2.26200,2.24700,本行賣出,0.00000,2.42000,2.41500,2.40600,2.39300,2.37800,2.36400,2.35000,2.33600,
SEK,本行買入,3.24000,3.58000,3.57900,3.57700,3.57700,3.57800,3.57700,3.57700,3.57600,本行賣出,3.75000,3.68000,3.68100,3.68300,3.68100,3.68200,3.68300,3.68500,3.68600,
NZD,本行買入,20.67000,20.91000,20.88900,20.84600,20.80100,20.75300,20.70300,20.65400,20.60400,本行賣出,21.30000,21.11000,21.09900,21.07800,21.03200,20.98700,20.94500,20.90300,20.86100,
THB,本行買入,0.81330,0.90180,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.95630,0.94180,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.51960,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.65260,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00188,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00258,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,34.87000,35.37000,35.36800,35.36400,35.36400,35.37200,35.37200,35.37200,35.37100,本行賣出,36.02000,35.77000,35.77700,35.79200,35.79400,35.80800,35.82000,35.83200,35.84400,
KRW,本行買入,0.02602,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02992,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00093,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00143,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.29900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.88900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.45200,4.52400,4.51850,4.50750,4.49100,4.47190,4.45360,4.43540,4.41720,本行賣出,4.61400,4.57400,4.57040,4.56310,4.55010,4.53590,4.52270,4.50960,4.49640,
