幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,29.83000,30.13000,30.11700,30.09200,30.05200,30.01000,29.95700,29.91000,29.85900,本行賣出,30.37200,30.23000,30.22100,30.20400,30.16400,30.12100,30.08100,30.04000,29.99800,
HKD,本行買入,3.72700,3.84700,3.84600,3.84400,3.84100,3.83700,3.83200,3.82700,3.82300,本行賣出,3.92200,3.90700,3.90700,3.90600,3.90400,3.90000,3.89700,3.89300,3.89000,
GBP,本行買入,37.96000,38.83000,38.82000,38.80100,38.78400,38.75600,38.72600,38.69500,38.66500,本行賣出,39.89000,39.25000,39.25000,39.25100,39.23700,39.21100,39.19500,39.17900,39.16300,
AUD,本行買入,22.00000,22.19000,22.17300,22.14000,22.10000,22.05400,22.00600,21.95900,21.91300,本行賣出,22.66000,22.42000,22.41000,22.38900,22.35100,22.30600,22.26500,22.22700,22.18900,
CAD,本行買入,21.53000,21.80000,21.79100,21.77400,21.75800,21.73200,21.70600,21.68000,21.65300,本行賣出,22.27000,22.02000,22.01700,22.01100,21.99500,21.97000,21.95300,21.93500,21.91800,
SGD,本行買入,21.01000,21.43000,21.42000,21.40100,21.38000,21.35200,21.32100,21.29100,21.26000,本行賣出,21.79000,21.61000,21.60700,21.60000,21.57900,21.55300,21.53100,21.50900,21.48700,
CHF,本行買入,29.87000,30.40000,30.40400,30.41200,30.42600,30.43700,30.44700,30.45700,30.46700,本行賣出,30.93000,30.69000,30.70100,30.72300,30.73900,30.75100,30.77200,30.79300,30.81500,
JPY,本行買入,0.26040,0.26680,0.26680,0.26680,0.26680,0.26680,0.26680,0.26680,0.26680,本行賣出,0.27140,0.27080,0.27090,0.27100,0.27100,0.27100,0.27100,0.27100,0.27110,
ZAR,本行買入,0.00000,2.16000,2.15400,2.14200,2.12900,2.11400,2.09900,2.08400,2.06900,本行賣出,0.00000,2.24000,2.23500,2.22600,2.21300,2.19800,2.18400,2.17000,2.15600,
SEK,本行買入,3.03000,3.37000,3.37000,3.37000,3.37000,3.37100,3.37100,3.37100,3.37100,本行賣出,3.54000,3.47000,3.47100,3.47300,3.47400,3.47400,3.47600,3.47700,3.47800,
NZD,本行買入,20.45000,20.69000,20.67200,20.63600,20.59500,20.54700,20.49900,20.45000,20.40200,本行賣出,21.08000,20.89000,20.88000,20.86100,20.81900,20.77300,20.73300,20.69200,20.65200,
THB,本行買入,0.76740,0.85590,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.91040,0.89590,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.55560,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.68860,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00193,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00263,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,32.43000,32.93000,32.93000,32.93200,32.93700,32.94200,32.94200,32.94100,32.94000,本行賣出,33.58000,33.33000,33.33900,33.35800,33.37500,33.37700,33.38700,33.39800,33.40800,
KRW,本行買入,0.02476,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02866,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00096,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00146,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,5.90800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.44300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.27400,4.34600,4.33890,4.32460,4.30550,4.28790,4.26970,4.25150,4.23340,本行賣出,4.43600,4.39600,4.39120,4.38150,4.36670,4.35280,4.33970,4.32650,4.31350,
