幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 31.87500, 32.17500, 32.16600, 32.14700, 32.12500, 32.10500, 32.08200, 32.06000, 32.03300,     賣出, 32.41700, 32.27500, 32.27000, 32.26000, 32.23800, 32.21600, 32.19900, 32.18600, 32.17500,
 HKD,     買入,  4.00300,  4.12300,  4.12200,  4.12100,  4.11900,  4.11700,  4.11500,  4.11200,  4.10900,     賣出,  4.19800,  4.18300,  4.18300,  4.18300,  4.18200,  4.18100,  4.17900,  4.17700,  4.17500,
 GBP,     買入, 41.63000, 42.50000, 42.48800, 42.46400, 42.44200, 42.42600, 42.40500, 42.38500, 42.36500,     賣出, 43.56000, 42.92000, 42.91800, 42.91400, 42.89600, 42.88000, 42.87400, 42.86800, 42.86200,
 AUD,     買入, 23.92000, 24.11000, 24.09200, 24.05500, 24.01100, 23.97100, 23.92600, 23.88500, 23.84100,     賣出, 24.58000, 24.34000, 24.32900, 24.30600, 24.26400, 24.22400, 24.18500, 24.15100, 24.11400,
 CAD,     買入, 24.66000, 24.93000, 24.92100, 24.90400, 24.88800, 24.87100, 24.85200, 24.83400, 24.81500,     賣出, 25.40000, 25.15000, 25.14900, 25.14700, 25.13000, 25.11400, 25.10300, 25.09200, 25.08100,
 SGD,     買入, 23.41000, 23.83000, 23.81900, 23.79700, 23.77000, 23.74500, 23.71900, 23.69300, 23.66700,     賣出, 24.19000, 24.01000, 24.00500, 23.99500, 23.97700, 23.95100, 23.93100, 23.91100, 23.89200,
 CHF,     買入, 32.49000, 33.02000, 33.02700, 33.04200, 33.06700, 33.09300, 33.12400, 33.15500, 33.18500,     賣出, 33.55000, 33.31000, 33.33000, 33.37100, 33.40200, 33.43700, 33.48500, 33.53300, 33.58100,
 JPY,     買入,  0.30710,  0.31350,  0.31350,  0.31340,  0.31350,  0.31370,  0.31380,  0.31400,  0.31410,     賣出,  0.31810,  0.31750,  0.31760,  0.31780,  0.31790,  0.31820,  0.31850,  0.31880,  0.31900,
 ZAR,     買入,  0.00000,  2.16000,  2.15400,  2.14200,  2.12700,  2.11200,  2.09700,  2.08300,  2.06900,     賣出,  0.00000,  2.26000,  2.25600,  2.24800,  2.23200,  2.21800,  2.20400,  2.19000,  2.17600,
 SEK,     買入,  3.44000,  3.78000,  3.78000,  3.77900,  3.78100,  3.78300,  3.78500,  3.78800,  3.79100,     賣出,  3.95000,  3.88000,  3.88200,  3.88600,  3.88900,  3.89200,  3.89500,  3.89800,  3.90100,
 NZD,     買入, 22.89000, 23.13000, 23.11000, 23.07000, 23.01700, 22.97000, 22.92100, 22.87100, 22.82100,     賣出, 23.52000, 23.33000, 23.31500, 23.28500, 23.23400, 23.18600, 23.14400, 23.10100, 23.05800,
 THB,     買入,  0.81430,  0.90280,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.95730,  0.94280,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.63910,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.77210,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00213,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00283,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 35.18000, 35.68000, 35.68000, 35.67900, 35.69200, 35.71100, 35.72400, 35.73800, 35.75100,     賣出, 36.33000, 36.08000, 36.09200, 36.11600, 36.13100, 36.15100, 36.18300, 36.21500, 36.24600,
 KRW,     買入,  0.02623,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.03013,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00107,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00157,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.80800,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.60300,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.72600,  4.79800,  4.79460,  4.78790,  4.77650,  4.76450,  4.75290,  4.74130,  4.72980,     賣出,  4.88800,  4.84800,  4.84550,  4.84050,  4.83270,  4.82450,  4.81600,  4.80760,  4.79910,
