幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,29.63500,29.93500,29.91200,29.86500,29.80300,29.75200,29.68800,29.62000,29.55700,本行賣出,30.17700,30.03500,30.01600,29.97800,29.91800,29.86600,29.81200,29.75000,29.70800,
HKD,本行買入,3.68800,3.80800,3.80600,3.80200,3.79700,3.79200,3.78500,3.77900,3.77200,本行賣出,3.88300,3.86800,3.86700,3.86500,3.86000,3.85400,3.84900,3.84500,3.84000,
GBP,本行買入,39.23000,40.10000,40.09000,40.07100,40.04200,40.00700,39.96400,39.92100,39.87900,本行賣出,41.16000,40.52000,40.51700,40.51100,40.49800,40.46400,40.43400,40.40400,40.37300,
AUD,本行買入,22.71000,22.90000,22.88300,22.84900,22.80600,22.76300,22.71300,22.66500,22.61700,本行賣出,23.37000,23.13000,23.12000,23.10000,23.05500,23.01500,22.97200,22.93000,22.88900,
CAD,本行買入,23.10000,23.37000,23.35900,23.33700,23.30500,23.27200,23.23200,23.19200,23.15200,本行賣出,23.84000,23.59000,23.58500,23.57500,23.54200,23.51100,23.47800,23.44600,23.41300,
SGD,本行買入,21.76000,22.18000,22.16600,22.13800,22.10800,22.07400,22.03800,22.00100,21.96400,本行賣出,22.54000,22.36000,22.35400,22.34200,22.30700,22.28400,22.25300,22.22100,22.19000,
CHF,本行買入,29.65000,30.18000,30.18900,30.20600,30.22200,30.22900,30.23600,30.24200,30.24900,本行賣出,30.71000,30.47000,30.48700,30.52100,30.53500,30.54600,30.56200,30.57800,30.59400,
JPY,本行買入,0.25880,0.26520,0.26520,0.26520,0.26510,0.26500,0.26490,0.26480,0.26470,本行賣出,0.26980,0.26920,0.26930,0.26940,0.26930,0.26920,0.26920,0.26920,0.26920,
ZAR,本行買入,0.00000,2.18000,2.17500,2.16400,2.14900,2.13500,2.12000,2.10600,2.09100,本行賣出,0.00000,2.26000,2.25600,2.24700,2.23200,2.21900,2.20500,2.19100,2.17700,
SEK,本行買入,3.17000,3.51000,3.51100,3.51300,3.51300,3.51300,3.51300,3.51200,3.51200,本行賣出,3.68000,3.61000,3.61200,3.61700,3.61700,3.61700,3.61800,3.61900,3.61900,
NZD,本行買入,20.71000,20.95000,20.93300,20.90000,20.85600,20.81300,20.76400,20.71500,20.66600,本行賣出,21.34000,21.15000,21.13900,21.11700,21.07100,21.03000,20.98800,20.94600,20.90400,
THB,本行買入,0.81780,0.90630,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.96080,0.94630,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.54490,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.67790,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00188,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00258,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,34.64000,35.14000,35.14900,35.16600,35.16100,35.15700,35.15100,35.14500,35.13900,本行賣出,35.79000,35.54000,35.56100,35.60200,35.59600,35.59300,35.60300,35.61300,35.62300,
KRW,本行買入,0.02579,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02969,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00095,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00145,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.27700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.84700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.44000,4.51200,4.50510,4.49130,4.46730,4.44980,4.42880,4.40790,4.38710,本行賣出,4.60200,4.56200,4.55720,4.54770,4.52910,4.51490,4.50020,4.48560,4.47100,
