幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 32.30500, 32.60500, 32.59700, 32.58200, 32.56400, 32.54500, 32.52000, 32.49900, 32.47400,     賣出, 32.84700, 32.70500, 32.70100, 32.69400, 32.67800, 32.65900, 32.64700, 32.63500, 32.62300,
 HKD,     買入,  4.05300,  4.17300,  4.17200,  4.17100,  4.17100,  4.17000,  4.16700,  4.16400,  4.16000,     賣出,  4.24800,  4.23300,  4.23400,  4.23500,  4.23500,  4.23400,  4.23200,  4.23100,  4.23000,
 GBP,     買入, 46.31000, 47.18000, 47.16900, 47.14800, 47.13700, 47.12100, 47.09800, 47.07400, 47.05100,     賣出, 48.24000, 47.60000, 47.60400, 47.61100, 47.60300, 47.58800, 47.57900, 47.57000, 47.56000,
 AUD,     買入, 23.27000, 23.46000, 23.44100, 23.40300, 23.36300, 23.32300, 23.27400, 23.23200, 23.18800,     賣出, 23.93000, 23.69000, 23.68300, 23.66900, 23.63000, 23.59200, 23.54900, 23.51400, 23.47800,
 CAD,     買入, 24.49000, 24.76000, 24.75300, 24.73800, 24.72900, 24.71900, 24.70100, 24.68300, 24.66600,     賣出, 25.23000, 24.98000, 24.98200, 24.98700, 24.98000, 24.97100, 24.96000, 24.95000, 24.94000,
 SGD,     買入, 23.15000, 23.57000, 23.56100, 23.54300, 23.51200, 23.49500, 23.46700, 23.44000, 23.41300,     賣出, 23.93000, 23.75000, 23.74900, 23.74700, 23.72700, 23.70900, 23.68900, 23.66800, 23.64800,
 CHF,     買入, 32.29000, 32.82000, 32.82100, 32.82300, 32.85500, 32.88400, 32.90800, 32.93300, 32.95800,     賣出, 33.35000, 33.11000, 33.13000, 33.17100, 33.21100, 33.24600, 33.28800, 33.33000, 33.37200,
 JPY,     買入,  0.28990,  0.29630,  0.29630,  0.29620,  0.29640,  0.29650,  0.29660,  0.29680,  0.29690,     賣出,  0.30090,  0.30030,  0.30040,  0.30060,  0.30080,  0.30090,  0.30120,  0.30150,  0.30180,
 ZAR,     買入,  0.00000,  2.05000,  2.04400,  2.03200,  2.01800,  2.00300,  1.98800,  1.97300,  1.95800,     賣出,  0.00000,  2.15000,  2.14600,  2.13800,  2.12400,  2.11000,  2.09500,  2.08100,  2.06700,
 SEK,     買入,  3.54000,  3.88000,  3.88000,  3.88000,  3.88300,  3.88600,  3.88800,  3.89000,  3.89200,     賣出,  4.05000,  3.98000,  3.98200,  3.98600,  3.99000,  3.99300,  3.99600,  3.99900,  4.00300,
 NZD,     買入, 21.83000, 22.07000, 22.05000, 22.01000, 21.96600, 21.92600, 21.88000, 21.83400, 21.78800,     賣出, 22.46000, 22.27000, 22.26000, 22.24100, 22.20000, 22.15900, 22.12000, 22.08100, 22.04200,
 THB,     買入,  0.81170,  0.90020,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.95470,  0.94020,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.64900,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.78200,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00208,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00278,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 35.93000, 36.43000, 36.43000, 36.43000, 36.44400, 36.45900, 36.47300, 36.48800, 36.50200,     賣出, 37.08000, 36.83000, 36.84200, 36.86500, 36.88800, 36.90700, 36.93800, 36.96900, 37.00100,
 KRW,     買入,  0.02583,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.02973,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00109,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00159,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.75100,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.54600,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.88000,  4.95200,  4.94780,  4.93930,  4.92900,  4.91890,  4.90520,  4.89160,  4.87810,     賣出,  5.04200,  5.00200,  4.99970,  4.99500,  4.98640,  4.97880,  4.96970,  4.96070,  4.95170,
