幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,29.82000,30.12000,30.10400,30.07200,30.01400,29.96200,29.91200,29.84800,29.78800,本行賣出,30.36200,30.22000,30.20800,30.18500,30.12700,30.07400,30.02800,29.97600,29.93000,
HKD,本行買入,3.71600,3.83600,3.83400,3.83100,3.82800,3.82000,3.81400,3.80900,3.80300,本行賣出,3.91100,3.89600,3.89500,3.89300,3.89000,3.88300,3.87900,3.87400,3.87000,
GBP,本行買入,38.62000,39.49000,39.47500,39.44500,39.41800,39.36900,39.32100,39.27300,39.22400,本行賣出,40.55000,39.91000,39.90600,39.89800,39.87200,39.81900,39.78800,39.75700,39.72600,
AUD,本行買入,22.84000,23.03000,23.01200,22.97600,22.93300,22.87000,22.81600,22.76300,22.70900,本行賣出,23.50000,23.26000,23.24800,23.22500,23.18400,23.11800,23.07400,23.03000,22.98700,
CAD,本行買入,23.34000,23.61000,23.59600,23.56800,23.53800,23.48900,23.44300,23.39800,23.35200,本行賣出,24.08000,23.83000,23.82300,23.81000,23.78100,23.72900,23.69500,23.66000,23.62600,
SGD,本行買入,21.62000,22.04000,22.02500,21.99500,21.96600,21.92000,21.88000,21.84100,21.80200,本行賣出,22.40000,22.22000,22.21500,22.20400,22.17700,22.13000,22.10200,22.07300,22.04500,
CHF,本行買入,29.50000,30.03000,30.02900,30.02700,30.03700,30.04100,30.04300,30.04400,30.04600,本行賣出,30.56000,30.32000,30.32800,30.34500,30.35700,30.35900,30.37300,30.38800,30.40200,
JPY,本行買入,0.25610,0.26250,0.26250,0.26240,0.26240,0.26240,0.26230,0.26230,0.26220,本行賣出,0.26710,0.26650,0.26650,0.26660,0.26660,0.26660,0.26660,0.26670,0.26670,
ZAR,本行買入,0.00000,2.09000,2.08500,2.07400,2.06100,2.04500,2.03000,2.01600,2.00200,本行賣出,0.00000,2.17000,2.16600,2.15700,2.14400,2.12700,2.11400,2.10100,2.08700,
SEK,本行買入,3.21000,3.55000,3.55000,3.54900,3.54900,3.54900,3.54800,3.54700,3.54600,本行賣出,3.72000,3.65000,3.65100,3.65200,3.65300,3.65200,3.65300,3.65400,3.65500,
NZD,本行買入,20.55000,20.79000,20.77100,20.73200,20.69000,20.62800,20.57600,20.52400,20.47200,本行賣出,21.18000,20.99000,20.97900,20.95700,20.91500,20.85200,20.80900,20.76600,20.72300,
THB,本行買入,0.80660,0.89510,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.94960,0.93510,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.53910,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.67210,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00188,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00258,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,34.29000,34.79000,34.78800,34.78400,34.78800,34.79100,34.78800,34.78500,34.78100,本行賣出,35.44000,35.19000,35.19900,35.21600,35.22200,35.22300,35.23300,35.24300,35.25200,
KRW,本行買入,0.02538,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02928,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00096,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00146,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.07200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.64200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.45500,4.52700,4.52130,4.50980,4.49160,4.46900,4.45070,4.43240,4.41420,本行賣出,4.61700,4.57700,4.57330,4.56590,4.54900,4.53340,4.51980,4.50630,4.49280,
