幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 31.17000, 31.47000, 31.46000, 31.44100, 31.41600, 31.39100, 31.36000, 31.33200, 31.30200,     賣出, 31.71200, 31.57000, 31.56400, 31.55200, 31.52700, 31.50200, 31.47800, 31.45600, 31.44000,
 HKD,     買入,  3.91400,  4.03400,  4.03300,  4.03100,  4.02900,  4.02800,  4.02500,  4.02100,  4.01800,     賣出,  4.10900,  4.09400,  4.09400,  4.09400,  4.09300,  4.09100,  4.09000,  4.08800,  4.08700,
 GBP,     買入, 40.89000, 41.76000, 41.79800, 41.87400, 41.87900, 41.87100, 41.86200, 41.85300, 41.84300,     賣出, 42.82000, 42.18000, 42.13700, 42.05000, 42.05500, 42.04700, 42.05300, 42.06000, 42.06600,
 AUD,     買入, 23.62000, 23.81000, 23.79500, 23.76500, 23.73000, 23.69600, 23.65600, 23.62100, 23.58100,     賣出, 24.28000, 24.04000, 24.03100, 24.01300, 23.97900, 23.94500, 23.91300, 23.88700, 23.85500,
 CAD,     買入, 23.92000, 24.19000, 24.12400, 23.99300, 23.98000, 23.96400, 23.94600, 23.92700, 23.90900,     賣出, 24.66000, 24.41000, 24.46700, 24.58200, 24.56900, 24.55200, 24.54200, 24.53200, 24.52200,
 SGD,     買入, 22.70000, 23.12000, 23.11200, 23.09500, 23.06900, 23.05500, 23.03300, 23.01100, 22.98900,     賣出, 23.48000, 23.30000, 23.30000, 23.30000, 23.28000, 23.25800, 23.24400, 23.22900, 23.21500,
 CHF,     買入, 31.49000, 32.02000, 31.93700, 31.77000, 31.80000, 31.83200, 31.86200, 31.89200, 31.92200,     賣出, 32.55000, 32.31000, 32.42300, 32.64800, 32.68100, 32.71200, 32.75500, 32.79900, 32.84200,
 JPY,     買入,  0.29550,  0.30190,  0.30190,  0.30200,  0.30210,  0.30220,  0.30240,  0.30250,  0.30270,     賣出,  0.30650,  0.30590,  0.30600,  0.30630,  0.30640,  0.30660,  0.30690,  0.30720,  0.30750,
 ZAR,     買入,  0.00000,  2.14000,  2.12500,  2.09600,  2.08200,  2.06800,  2.05300,  2.03900,  2.02400,     賣出,  0.00000,  2.22000,  2.22500,  2.23400,  2.21900,  2.20400,  2.19000,  2.17500,  2.16100,
 SEK,     買入,  3.29000,  3.63000,  3.63100,  3.63200,  3.63500,  3.63700,  3.63900,  3.64100,  3.64400,     賣出,  3.80000,  3.73000,  3.73200,  3.73500,  3.73800,  3.74000,  3.74400,  3.74700,  3.75100,
 NZD,     買入, 22.75000, 22.99000, 23.01000, 23.04900, 23.00400, 22.96000, 22.91500, 22.87100, 22.82600,     賣出, 23.38000, 23.19000, 23.13900, 23.03700, 22.99200, 22.94800, 22.91200, 22.87600, 22.84000,
 THB,     買入,  0.80720,  0.89570,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.95020,  0.93570,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.62810,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.76110,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00208,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00278,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 34.49000, 34.99000, 34.99100, 34.99200, 35.01000, 35.02300, 35.03800, 35.05400, 35.06900,     賣出, 35.64000, 35.39000, 35.40400, 35.43100, 35.45200, 35.46900, 35.50100, 35.53300, 35.56400,
 KRW,     買入,  0.02675,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.03065,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00104,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00154,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.50000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.29500,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.61400,  4.68600,  4.68210,  4.67430,  4.66230,  4.65010,  4.63730,  4.62440,  4.61160,     賣出,  4.77600,  4.73600,  4.73350,  4.72840,  4.71930,  4.71040,  4.70120,  4.69220,  4.68310,
