幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,31.67000,31.97000,31.94500,31.89500,31.85000,31.80000,31.74300,31.70500,31.65200,本行賣出,32.21200,32.07000,32.05100,32.01300,31.96400,31.91500,31.89700,31.84000,31.79800,
HKD,本行買入,3.97400,4.09400,4.09300,4.09100,4.09000,4.08700,4.08400,4.08100,4.07800,本行賣出,4.16900,4.15400,4.15400,4.15400,4.15300,4.15100,4.15000,4.14800,4.14600,
GBP,本行買入,38.51000,39.38000,39.37200,39.35600,39.35900,39.35000,39.34000,39.33000,39.31900,本行賣出,40.44000,39.80000,39.80400,39.81100,39.81200,39.80400,39.80800,39.81200,39.81600,
AUD,本行買入,22.87000,23.06000,23.04300,23.00800,22.97300,22.93500,22.89400,22.85700,22.81700,本行賣出,23.53000,23.29000,23.28300,23.26900,23.23300,23.19800,23.16300,23.13300,23.10100,
CAD,本行買入,23.48000,23.75000,23.74200,23.72700,23.71400,23.69900,23.68000,23.66200,23.64300,本行賣出,24.22000,23.97000,23.96800,23.96500,23.95200,23.93700,23.92600,23.91500,23.90400,
SGD,本行買入,21.62000,22.04000,22.02800,22.00300,21.98500,21.97100,21.94700,21.92200,21.89800,本行賣出,22.40000,22.22000,22.22100,22.22400,22.20700,22.19500,22.17600,22.15700,22.13800,
CHF,本行買入,30.55000,31.08000,31.08300,31.08800,31.12400,31.15400,31.19000,31.22600,31.26200,本行賣出,31.61000,31.37000,31.38900,31.42700,31.46800,31.50600,31.54600,31.58500,31.62500,
JPY,本行買入,0.26380,0.27020,0.27010,0.27000,0.26990,0.26980,0.26980,0.26980,0.26980,本行賣出,0.27480,0.27420,0.27420,0.27420,0.27410,0.27400,0.27410,0.27420,0.27430,
ZAR,本行買入,0.00000,2.24000,2.23400,2.22200,2.20800,2.19200,2.17600,2.16100,2.14500,本行賣出,0.00000,2.32000,2.31500,2.30500,2.29100,2.27600,2.26100,2.24600,2.23200,
SEK,本行買入,3.09000,3.43000,3.43000,3.43100,3.43400,3.43700,3.44000,3.44200,3.44400,本行賣出,3.60000,3.53000,3.53200,3.53500,3.53800,3.54100,3.54400,3.54800,3.55200,
NZD,本行買入,21.81000,22.05000,22.02900,21.98700,21.94400,21.89700,21.85100,21.80400,21.75800,本行賣出,22.44000,22.25000,22.23900,22.21600,22.17200,22.12800,22.08800,22.04800,22.00800,
THB,本行買入,0.78520,0.87370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.92820,0.91370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.59160,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.72460,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00208,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00278,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,32.75000,33.25000,33.24500,33.23500,33.23500,33.22500,33.22600,33.22600,33.22600,本行賣出,33.90000,33.65000,33.65500,33.66600,33.66200,33.65100,33.66400,33.67600,33.68800,
KRW,本行買入,0.02493,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02883,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00103,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00153,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.06400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.66400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.51600,4.58800,4.57090,4.53680,4.49870,4.47330,4.44950,4.42590,4.40240,本行賣出,4.67800,4.63800,4.62590,4.60160,4.57120,4.55020,4.53290,4.51570,4.49870,
