幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 31.65000, 31.95000, 31.94100, 31.92300, 31.90200, 31.88100, 31.85500, 31.83100, 31.80300,     賣出, 32.19200, 32.05000, 32.04500, 32.03400, 32.01300, 31.99300, 31.97300, 31.95400, 31.94200,
 HKD,     買入,  3.97600,  4.09600,  4.09500,  4.09400,  4.09200,  4.09000,  4.08800,  4.08500,  4.08200,     賣出,  4.17100,  4.15600,  4.15600,  4.15600,  4.15500,  4.15400,  4.15200,  4.15000,  4.14800,
 GBP,     買入, 41.36000, 42.23000, 42.21800, 42.19400, 42.17200, 42.15600, 42.13500, 42.11500, 42.09500,     賣出, 43.29000, 42.65000, 42.64800, 42.64400, 42.62600, 42.61000, 42.60400, 42.59800, 42.59200,
 AUD,     買入, 24.02000, 24.21000, 24.19200, 24.15500, 24.11100, 24.07100, 24.02600, 23.98500, 23.94100,     賣出, 24.68000, 24.44000, 24.42900, 24.40600, 24.36400, 24.32400, 24.28500, 24.25100, 24.21400,
 CAD,     買入, 24.37000, 24.64000, 24.63100, 24.61400, 24.59800, 24.58100, 24.56200, 24.54400, 24.52500,     賣出, 25.11000, 24.86000, 24.85900, 24.85700, 24.84000, 24.82400, 24.81300, 24.80200, 24.79100,
 SGD,     買入, 23.25000, 23.67000, 23.65900, 23.63700, 23.61000, 23.58500, 23.55900, 23.53300, 23.50700,     賣出, 24.03000, 23.85000, 23.84500, 23.83500, 23.81700, 23.79100, 23.77100, 23.75100, 23.73200,
 CHF,     買入, 31.85000, 32.38000, 32.38700, 32.40200, 32.42700, 32.45300, 32.48400, 32.51500, 32.54500,     賣出, 32.91000, 32.67000, 32.69000, 32.73100, 32.76200, 32.79700, 32.84500, 32.89300, 32.94100,
 JPY,     買入,  0.29480,  0.30120,  0.30120,  0.30130,  0.30140,  0.30160,  0.30180,  0.30190,  0.30210,     賣出,  0.30580,  0.30520,  0.30530,  0.30560,  0.30570,  0.30600,  0.30630,  0.30660,  0.30690,
 ZAR,     買入,  0.00000,  2.19000,  2.18400,  2.17200,  2.15700,  2.14200,  2.12700,  2.11300,  2.09900,     賣出,  0.00000,  2.27000,  2.26600,  2.25800,  2.24200,  2.22800,  2.21400,  2.20000,  2.18600,
 SEK,     買入,  3.36000,  3.70000,  3.70000,  3.69900,  3.70100,  3.70300,  3.70500,  3.70800,  3.71100,     賣出,  3.87000,  3.80000,  3.80200,  3.80600,  3.80900,  3.81200,  3.81500,  3.81800,  3.82100,
 NZD,     買入, 22.44000, 22.68000, 22.66000, 22.62000, 22.56700, 22.52000, 22.47100, 22.42100, 22.37100,     賣出, 23.07000, 22.88000, 22.86500, 22.83500, 22.78400, 22.73600, 22.69400, 22.65100, 22.60800,
 THB,     買入,  0.81150,  0.90000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.95450,  0.94000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.63590,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.76890,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00208,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00278,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 34.68000, 35.18000, 35.18200, 35.18700, 35.20100, 35.22100, 35.23700, 35.25300, 35.26900,     賣出, 35.83000, 35.58000, 35.59400, 35.62100, 35.63900, 35.66700, 35.69900, 35.73100, 35.76300,
 KRW,     買入,  0.02645,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.03035,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00106,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00156,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.80500,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.60000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.67300,  4.74500,  4.74130,  4.73390,  4.72330,  4.71150,  4.70000,  4.68850,  4.67710,     賣出,  4.83500,  4.79500,  4.79300,  4.78890,  4.77990,  4.77120,  4.76310,  4.75510,  4.74700,
