幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,29.74000,30.04000,30.02900,30.00700,29.96800,29.92800,29.87800,29.82800,29.77200,本行賣出,30.28200,30.14000,30.13300,30.11900,30.07900,30.03900,29.99900,29.95000,29.91000,
HKD,本行買入,3.71100,3.83100,3.83000,3.82900,3.82700,3.82400,3.82000,3.81500,3.81100,本行賣出,3.90600,3.89100,3.89100,3.89200,3.89000,3.88700,3.88500,3.88200,3.87900,
GBP,本行買入,37.67000,38.54000,38.53500,38.52600,38.51100,38.49000,38.46100,38.43100,38.40100,本行賣出,39.60000,38.96000,38.96800,38.98400,38.96700,38.95100,38.93400,38.91700,38.89900,
AUD,本行買入,22.02000,22.21000,22.19500,22.16500,22.12700,22.08300,22.03700,21.99100,21.94500,本行賣出,22.68000,22.44000,22.43400,22.42200,22.38400,22.34200,22.30300,22.26500,22.22700,
CAD,本行買入,21.94000,22.21000,22.20500,22.19400,22.17500,22.15300,22.12700,22.10100,22.07500,本行賣出,22.68000,22.43000,22.43100,22.43200,22.41400,22.39400,22.37500,22.35600,22.33700,
SGD,本行買入,21.22000,21.64000,21.63200,21.61600,21.59600,21.57100,21.54200,21.51200,21.48300,本行賣出,22.00000,21.82000,21.82000,21.82100,21.80100,21.77800,21.75600,21.73300,21.71100,
CHF,本行買入,30.35000,30.88000,30.88800,30.90400,30.92100,30.93900,30.94800,30.95700,30.96500,本行賣出,31.41000,31.17000,31.18600,31.21900,31.23700,31.25800,31.27700,31.29500,31.31400,
JPY,本行買入,0.26270,0.26910,0.26910,0.26910,0.26910,0.26910,0.26910,0.26910,0.26910,本行賣出,0.27370,0.27310,0.27320,0.27340,0.27340,0.27340,0.27340,0.27340,0.27340,
ZAR,本行買入,0.00000,2.26000,2.25400,2.24200,2.22800,2.21200,2.19700,2.18200,2.16800,本行賣出,0.00000,2.34000,2.33600,2.32700,2.31300,2.29700,2.28300,2.26900,2.25500,
SEK,本行買入,3.08000,3.42000,3.42000,3.42100,3.42200,3.42300,3.42300,3.42300,3.42300,本行賣出,3.59000,3.52000,3.52200,3.52500,3.52700,3.52700,3.52800,3.53000,3.53100,
NZD,本行買入,20.97000,21.21000,21.19600,21.16800,21.12800,21.08200,21.03300,20.98500,20.93600,本行賣出,21.60000,21.41000,21.40200,21.38600,21.34700,21.30200,21.26000,21.21900,21.17700,
THB,本行買入,0.77700,0.86550,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.92000,0.90550,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.55560,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.68860,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00193,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00263,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,33.10000,33.60000,33.60300,33.61000,33.62200,33.62700,33.62400,33.62100,33.61800,本行賣出,34.25000,34.00000,34.01400,34.04100,34.05500,34.06200,34.07000,34.07700,34.08500,
KRW,本行買入,0.02510,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00095,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00145,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,5.96900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.50400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.35500,4.42700,4.40960,4.37470,4.35360,4.33600,4.31660,4.29730,4.27810,本行賣出,4.51700,4.47700,4.46410,4.43820,4.42070,4.40720,4.39350,4.37990,4.36640,
