幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 31.70000, 32.00000, 31.99200, 31.97600, 31.95300, 31.93200, 31.90700, 31.88400, 31.85600,     賣出, 32.24200, 32.10000, 32.09600, 32.08700, 32.06700, 32.04500, 32.02700, 32.00700, 31.99500,
 HKD,     買入,  3.98200,  4.10200,  4.10100,  4.10000,  4.09800,  4.09600,  4.09400,  4.09100,  4.08800,     賣出,  4.17700,  4.16200,  4.16200,  4.16200,  4.16100,  4.16000,  4.15800,  4.15600,  4.15400,
 GBP,     買入, 41.37000, 42.24000, 42.22800, 42.20400, 42.18200, 42.16600, 42.14500, 42.12500, 42.10500,     賣出, 43.30000, 42.66000, 42.65800, 42.65400, 42.63600, 42.62000, 42.61400, 42.60800, 42.60200,
 AUD,     買入, 23.72000, 23.91000, 23.89200, 23.85500, 23.81100, 23.77100, 23.72600, 23.68500, 23.64100,     賣出, 24.38000, 24.14000, 24.12900, 24.10600, 24.06400, 24.02400, 23.98500, 23.95100, 23.91400,
 CAD,     買入, 24.19000, 24.46000, 24.45100, 24.43400, 24.41800, 24.40100, 24.38200, 24.36400, 24.34500,     賣出, 24.93000, 24.68000, 24.67900, 24.67700, 24.66000, 24.64400, 24.63300, 24.62200, 24.61100,
 SGD,     買入, 23.12000, 23.54000, 23.52900, 23.50700, 23.48000, 23.45500, 23.42900, 23.40300, 23.37700,     賣出, 23.90000, 23.72000, 23.71500, 23.70500, 23.68700, 23.66100, 23.64100, 23.62100, 23.60200,
 CHF,     買入, 31.76000, 32.29000, 32.29700, 32.31200, 32.33700, 32.36300, 32.39400, 32.42500, 32.45500,     賣出, 32.82000, 32.58000, 32.60000, 32.64100, 32.67200, 32.70700, 32.75500, 32.80300, 32.85100,
 JPY,     買入,  0.29160,  0.29800,  0.29800,  0.29800,  0.29820,  0.29840,  0.29850,  0.29870,  0.29890,     賣出,  0.30260,  0.30200,  0.30210,  0.30240,  0.30250,  0.30280,  0.30310,  0.30340,  0.30370,
 ZAR,     買入,  0.00000,  2.20000,  2.19400,  2.18200,  2.16700,  2.15200,  2.13700,  2.12300,  2.10900,     賣出,  0.00000,  2.28000,  2.27600,  2.26800,  2.25200,  2.23800,  2.22400,  2.21000,  2.19600,
 SEK,     買入,  3.35000,  3.69000,  3.69000,  3.68900,  3.69100,  3.69300,  3.69500,  3.69800,  3.70100,     賣出,  3.86000,  3.79000,  3.79200,  3.79600,  3.79900,  3.80200,  3.80500,  3.80800,  3.81100,
 NZD,     買入, 22.06000, 22.30000, 22.28000, 22.24000, 22.18700, 22.14000, 22.09100, 22.04100, 21.99100,     賣出, 22.69000, 22.50000, 22.48500, 22.45500, 22.40400, 22.35600, 22.31400, 22.27100, 22.22800,
 THB,     買入,  0.81160,  0.90010,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.95460,  0.94010,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.63180,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.76480,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00208,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00278,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 34.67000, 35.17000, 35.17100, 35.17400, 35.19100, 35.21300, 35.23200, 35.25000, 35.26900,     賣出, 35.82000, 35.57000, 35.58500, 35.61400, 35.63800, 35.66400, 35.69800, 35.73200, 35.76600,
 KRW,     買入,  0.02645,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.03035,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00107,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00157,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.66900,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.46400,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.70300,  4.77500,  4.77070,  4.76210,  4.75070,  4.73970,  4.72670,  4.71370,  4.70070,     賣出,  4.86500,  4.82500,  4.82270,  4.81820,  4.80950,  4.80020,  4.79100,  4.78190,  4.77280,
