幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,30.12500,30.42500,30.41100,30.38200,30.34300,30.30500,30.26200,30.21700,30.16400,本行賣出,30.66700,30.52500,30.51400,30.49300,30.45500,30.41700,30.38000,30.34000,30.30300,
HKD,本行買入,3.75200,3.87200,3.87100,3.87000,3.86800,3.86600,3.86200,3.85700,3.85300,本行賣出,3.94700,3.93200,3.93200,3.93300,3.93200,3.92900,3.92600,3.92300,3.92000,
GBP,本行買入,38.45000,39.32000,39.31400,39.30300,39.29100,39.27500,39.24500,39.21500,39.18500,本行賣出,40.38000,39.74000,39.74400,39.75200,39.74300,39.72900,39.71400,39.69800,39.68300,
AUD,本行買入,23.71000,23.90000,23.88400,23.85100,23.81700,23.77600,23.72800,23.68100,23.63400,本行賣出,24.37000,24.13000,24.12300,24.10800,24.07500,24.03600,23.99600,23.95700,23.91800,
CAD,本行買入,23.82000,24.09000,24.08300,24.07000,24.05400,24.03100,24.00000,23.96900,23.93800,本行賣出,24.56000,24.31000,24.30900,24.30800,24.29500,24.27400,24.25100,24.22800,24.20500,
SGD,本行買入,21.81000,22.23000,22.22200,22.20600,22.19200,22.17000,22.14400,22.11700,22.09000,本行賣出,22.59000,22.41000,22.40900,22.40600,22.39300,22.37300,22.35600,22.33800,22.32000,
CHF,本行買入,31.34000,31.87000,31.87600,31.88700,31.90900,31.93100,31.94500,31.96000,31.97500,本行賣出,32.40000,32.16000,32.17400,32.20300,32.22800,32.25100,32.27700,32.30400,32.33100,
JPY,本行買入,0.26380,0.27020,0.27020,0.27010,0.27010,0.27020,0.27020,0.27020,0.27020,本行賣出,0.27480,0.27420,0.27430,0.27440,0.27440,0.27450,0.27460,0.27470,0.27480,
ZAR,本行買入,0.00000,2.29000,2.28400,2.27300,2.25900,2.24400,2.22900,2.21400,2.19900,本行賣出,0.00000,2.37000,2.36500,2.35600,2.34300,2.32900,2.31400,2.30000,2.28600,
SEK,本行買入,3.32000,3.66000,3.66000,3.66000,3.66300,3.66400,3.66500,3.66600,3.66700,本行賣出,3.83000,3.76000,3.76100,3.76400,3.76700,3.76800,3.77100,3.77300,3.77500,
NZD,本行買入,22.25000,22.49000,22.47500,22.44400,22.40700,22.36500,22.31500,22.26500,22.21600,本行賣出,22.88000,22.69000,22.68000,22.66100,22.62600,22.58500,22.54400,22.50200,22.46100,
THB,本行買入,0.80590,0.89440,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.94890,0.93440,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.55130,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.68430,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00198,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00268,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,34.74000,35.24000,35.24100,35.24300,35.25200,35.26600,35.27100,35.27600,35.28100,本行賣出,35.89000,35.64000,35.64900,35.66600,35.68400,35.69600,35.71500,35.73300,35.75200,
KRW,本行買入,0.02542,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02932,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00097,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00147,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.05300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.58800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.40900,4.48100,4.47530,4.46390,4.44850,4.43410,4.41790,4.40170,4.38560,本行賣出,4.57100,4.53100,4.52690,4.51870,4.50650,4.49530,4.48370,4.47220,4.46070,
