幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 32.44000, 32.74000, 32.73400, 32.72200, 32.70900, 32.69400, 32.67600, 32.65400, 32.62700,     賣出, 32.98200, 32.84000, 32.83800, 32.83300, 32.82000, 32.80500, 32.79200, 32.77800, 32.76500,
 HKD,     買入,  4.07100,  4.19100,  4.19000,  4.18900,  4.18900,  4.18800,  4.18500,  4.18200,  4.17800,     賣出,  4.26600,  4.25100,  4.25200,  4.25300,  4.25300,  4.25200,  4.25000,  4.24900,  4.24800,
 GBP,     買入, 46.71000, 47.58000, 47.56900, 47.54800, 47.53700, 47.52100, 47.49800, 47.47400, 47.45100,     賣出, 48.64000, 48.00000, 48.00400, 48.01100, 48.00300, 47.98800, 47.97900, 47.97000, 47.96000,
 AUD,     買入, 23.29000, 23.48000, 23.46100, 23.42300, 23.38300, 23.34300, 23.29400, 23.25200, 23.20800,     賣出, 23.95000, 23.71000, 23.70300, 23.68900, 23.65000, 23.61200, 23.56900, 23.53400, 23.49800,
 CAD,     買入, 24.70000, 24.97000, 24.96300, 24.94800, 24.93900, 24.92900, 24.91100, 24.89300, 24.87600,     賣出, 25.44000, 25.19000, 25.19200, 25.19700, 25.19000, 25.18100, 25.17000, 25.16000, 25.15000,
 SGD,     買入, 23.22000, 23.64000, 23.63100, 23.61300, 23.58200, 23.56500, 23.53700, 23.51000, 23.48300,     賣出, 24.00000, 23.82000, 23.81900, 23.81700, 23.79700, 23.77900, 23.75900, 23.73800, 23.71800,
 CHF,     買入, 32.48000, 33.01000, 33.01100, 33.01300, 33.04500, 33.07400, 33.09800, 33.12300, 33.14800,     賣出, 33.54000, 33.30000, 33.32000, 33.36100, 33.40100, 33.43600, 33.47800, 33.52000, 33.56200,
 JPY,     買入,  0.28890,  0.29530,  0.29530,  0.29530,  0.29550,  0.29560,  0.29570,  0.29590,  0.29600,     賣出,  0.29990,  0.29930,  0.29940,  0.29960,  0.29980,  0.30000,  0.30030,  0.30050,  0.30080,
 ZAR,     買入,  0.00000,  2.02000,  2.01400,  2.00200,  1.98800,  1.97300,  1.95800,  1.94300,  1.92800,     賣出,  0.00000,  2.12000,  2.11600,  2.10800,  2.09400,  2.08000,  2.06500,  2.05100,  2.03700,
 SEK,     買入,  3.54000,  3.88000,  3.88000,  3.88000,  3.88300,  3.88600,  3.88800,  3.89000,  3.89200,     賣出,  4.05000,  3.98000,  3.98200,  3.98600,  3.99000,  3.99300,  3.99600,  3.99900,  4.00300,
 NZD,     買入, 21.72000, 21.96000, 21.94000, 21.90000, 21.85600, 21.81600, 21.77000, 21.72400, 21.67800,     賣出, 22.35000, 22.16000, 22.15000, 22.13100, 22.09000, 22.04900, 22.01000, 21.97100, 21.93200,
 THB,     買入,  0.81300,  0.90150,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.95600,  0.94150,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.65000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.78300,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00208,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00278,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 36.05000, 36.55000, 36.55100, 36.55200, 36.57200, 36.59100, 36.60300, 36.61600, 36.62800,     賣出, 37.20000, 36.95000, 36.96300, 36.99000, 37.01200, 37.03600, 37.06400, 37.09200, 37.12100,
 KRW,     買入,  0.02577,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.02967,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00110,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00160,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.78500,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.58000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.89500,  4.96700,  4.96270,  4.95420,  4.94400,  4.93100,  4.91660,  4.90230,  4.88810,     賣出,  5.05700,  5.01700,  5.01450,  5.00950,  5.00110,  4.99100,  4.98080,  4.97070,  4.96060,
