幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 31.07000, 31.37000, 31.36200, 31.34700, 31.32700, 31.30600, 31.27900, 31.25500, 31.21900,     賣出, 31.61200, 31.47000, 31.46600, 31.45800, 31.43900, 31.41800, 31.39900, 31.37900, 31.36300,
 HKD,     買入,  3.90000,  4.02000,  4.01900,  4.01800,  4.01600,  4.01500,  4.01300,  4.01100,  4.00800,     賣出,  4.09500,  4.08000,  4.08000,  4.08100,  4.08000,  4.07900,  4.07800,  4.07700,  4.07600,
 GBP,     買入, 39.55000, 40.42000, 40.41400, 40.40200, 40.40200, 40.39700, 40.38800, 40.37900, 40.37000,     賣出, 41.48000, 40.84000, 40.84500, 40.85500, 40.85500, 40.85300, 40.85900, 40.86500, 40.87100,
 AUD,     買入, 23.72000, 23.91000, 23.89200, 23.85600, 23.81900, 23.78200, 23.74000, 23.70000, 23.65800,     賣出, 24.38000, 24.14000, 24.13200, 24.11500, 24.08000, 24.04300, 24.00900, 23.97800, 23.94700,
 CAD,     買入, 23.85000, 24.12000, 24.11400, 24.10300, 24.08900, 24.07500, 24.05700, 24.03900, 24.02100,     賣出, 24.59000, 24.34000, 24.34000, 24.33900, 24.32700, 24.31300, 24.30400, 24.29500, 24.28500,
 SGD,     買入, 22.82000, 23.24000, 23.23100, 23.21200, 23.19100, 23.17200, 23.14700, 23.12200, 23.09700,     賣出, 23.60000, 23.42000, 23.42000, 23.41900, 23.40000, 23.38100, 23.36400, 23.34600, 23.32800,
 CHF,     買入, 31.52000, 32.05000, 32.05500, 32.06600, 32.09100, 32.12300, 32.15400, 32.18600, 32.21700,     賣出, 32.58000, 32.34000, 32.36200, 32.40500, 32.44600, 32.48200, 32.52800, 32.57400, 32.62100,
 JPY,     買入,  0.30170,  0.30810,  0.30810,  0.30810,  0.30840,  0.30850,  0.30870,  0.30890,  0.30900,     賣出,  0.31270,  0.31210,  0.31220,  0.31240,  0.31280,  0.31290,  0.31330,  0.31360,  0.31390,
 ZAR,     買入,  0.00000,  2.29000,  2.28400,  2.27300,  2.25800,  2.24400,  2.22900,  2.21400,  2.19900,     賣出,  0.00000,  2.37000,  2.36600,  2.35700,  2.34200,  2.32800,  2.31300,  2.29900,  2.28500,
 SEK,     買入,  3.33000,  3.67000,  3.67100,  3.67200,  3.67600,  3.67900,  3.68100,  3.68400,  3.68700,     賣出,  3.84000,  3.77000,  3.77200,  3.77600,  3.78000,  3.78300,  3.78700,  3.79100,  3.79500,
 NZD,     買入, 22.21000, 22.45000, 22.43100, 22.39200, 22.34800, 22.30400, 22.25900, 22.21500, 22.17000,     賣出, 22.84000, 22.65000, 22.63900, 22.61800, 22.57500, 22.53200, 22.49500, 22.45800, 22.42200,
 THB,     買入,  0.80110,  0.88960,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.94410,  0.92960,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.62600,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.75900,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00208,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00278,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 34.36000, 34.86000, 34.86200, 34.86600, 34.89300, 34.91200, 34.92800, 34.94300, 34.95900,     賣出, 35.51000, 35.26000, 35.27300, 35.30000, 35.33400, 35.35600, 35.39000, 35.42400, 35.45800,
 KRW,     買入,  0.02673,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.03063,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00104,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00154,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.55600,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.35100,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.62500,  4.69700,  4.69380,  4.68730,  4.67820,  4.66730,  4.65580,  4.64440,  4.63300,     賣出,  4.78700,  4.74700,  4.74500,  4.74090,  4.73370,  4.72600,  4.71740,  4.70890,  4.70040,
