幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 31.71000, 32.01000, 32.00200, 31.98500, 31.96200, 31.94000, 31.91500, 31.89000, 31.86200,     賣出, 32.25200, 32.11000, 32.10500, 32.09600, 32.07400, 32.05100, 32.03400, 32.01600, 32.00100,
 HKD,     買入,  3.98300,  4.10300,  4.10200,  4.10100,  4.09900,  4.09700,  4.09500,  4.09200,  4.08900,     賣出,  4.17800,  4.16300,  4.16300,  4.16300,  4.16200,  4.16100,  4.15900,  4.15700,  4.15500,
 GBP,     買入, 41.33000, 42.20000, 42.18800, 42.16400, 42.14200, 42.12600, 42.10500, 42.08500, 42.06500,     賣出, 43.26000, 42.62000, 42.61800, 42.61400, 42.59600, 42.58000, 42.57400, 42.56800, 42.56200,
 AUD,     買入, 23.66000, 23.85000, 23.83200, 23.79500, 23.75100, 23.71100, 23.66600, 23.62500, 23.58100,     賣出, 24.32000, 24.08000, 24.06900, 24.04600, 24.00400, 23.96400, 23.92500, 23.89100, 23.85400,
 CAD,     買入, 24.18000, 24.45000, 24.44100, 24.42400, 24.40800, 24.39100, 24.37200, 24.35400, 24.33500,     賣出, 24.92000, 24.67000, 24.66900, 24.66700, 24.65000, 24.63400, 24.62300, 24.61200, 24.60100,
 SGD,     買入, 23.10000, 23.52000, 23.50900, 23.48700, 23.46000, 23.43500, 23.40900, 23.38300, 23.35700,     賣出, 23.88000, 23.70000, 23.69500, 23.68500, 23.66700, 23.64100, 23.62100, 23.60100, 23.58200,
 CHF,     買入, 31.84000, 32.37000, 32.37700, 32.39200, 32.41700, 32.44300, 32.47400, 32.50500, 32.53500,     賣出, 32.90000, 32.66000, 32.68000, 32.72100, 32.75200, 32.78700, 32.83500, 32.88300, 32.93100,
 JPY,     買入,  0.29080,  0.29720,  0.29720,  0.29720,  0.29730,  0.29750,  0.29770,  0.29790,  0.29800,     賣出,  0.30180,  0.30120,  0.30130,  0.30150,  0.30170,  0.30190,  0.30220,  0.30260,  0.30290,
 ZAR,     買入,  0.00000,  2.19000,  2.18400,  2.17200,  2.15700,  2.14200,  2.12700,  2.11300,  2.09900,     賣出,  0.00000,  2.27000,  2.26600,  2.25800,  2.24200,  2.22800,  2.21400,  2.20000,  2.18600,
 SEK,     買入,  3.35000,  3.69000,  3.69000,  3.68900,  3.69100,  3.69300,  3.69500,  3.69800,  3.70100,     賣出,  3.86000,  3.79000,  3.79200,  3.79600,  3.79900,  3.80200,  3.80500,  3.80800,  3.81100,
 NZD,     買入, 22.03000, 22.27000, 22.25000, 22.21000, 22.15700, 22.11000, 22.06100, 22.01100, 21.96100,     賣出, 22.66000, 22.47000, 22.45500, 22.42500, 22.37400, 22.32600, 22.28400, 22.24100, 22.19800,
 THB,     買入,  0.81110,  0.89960,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.95410,  0.93960,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.63040,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.76340,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00208,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00278,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 34.64000, 35.14000, 35.14200, 35.14500, 35.15900, 35.18400, 35.20100, 35.21800, 35.23500,     賣出, 35.79000, 35.54000, 35.55300, 35.58000, 35.60100, 35.62800, 35.66100, 35.69400, 35.72700,
 KRW,     買入,  0.02636,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.03026,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00107,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00157,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.69200,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.48700,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.70200,  4.77400,  4.77040,  4.76310,  4.75100,  4.73910,  4.72610,  4.71310,  4.70010,     賣出,  4.86400,  4.82400,  4.82210,  4.81820,  4.80810,  4.79870,  4.78960,  4.78060,  4.77160,
