幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 31.05000, 31.35000, 31.34500, 31.33900, 31.32600, 31.31200, 31.29500, 31.26500, 31.23000,     賣出, 31.59200, 31.45000, 31.45100, 31.45000, 31.44800, 31.44100, 31.43000, 31.41000, 31.39000,
 HKD,     買入,  3.89800,  4.01800,  4.01800,  4.01700,  4.01700,  4.01600,  4.01400,  4.01100,  4.00700,     賣出,  4.09300,  4.07800,  4.07900,  4.08000,  4.08100,  4.08100,  4.08100,  4.08000,  4.07800,
 GBP,     買入, 39.90000, 40.77000, 40.80800, 40.88400, 40.88900, 40.88100, 40.87200, 40.86300, 40.85300,     賣出, 41.83000, 41.19000, 41.14700, 41.06000, 41.06500, 41.05700, 41.06300, 41.07000, 41.07600,
 AUD,     買入, 23.68000, 23.87000, 23.85500, 23.82500, 23.79000, 23.75600, 23.71600, 23.68100, 23.64100,     賣出, 24.34000, 24.10000, 24.09100, 24.07300, 24.03900, 24.00500, 23.97300, 23.94700, 23.91500,
 CAD,     買入, 23.66000, 23.93000, 23.86400, 23.73300, 23.72000, 23.70400, 23.68600, 23.66700, 23.64900,     賣出, 24.40000, 24.15000, 24.20700, 24.32200, 24.30900, 24.29200, 24.28200, 24.27200, 24.26200,
 SGD,     買入, 22.62000, 23.04000, 23.03200, 23.01500, 22.98900, 22.97500, 22.95300, 22.93100, 22.90900,     賣出, 23.40000, 23.22000, 23.22000, 23.22000, 23.20000, 23.17800, 23.16400, 23.14900, 23.13500,
 CHF,     買入, 31.69000, 32.22000, 32.13700, 31.97000, 32.00000, 32.03200, 32.06200, 32.09200, 32.12200,     賣出, 32.75000, 32.51000, 32.62300, 32.84800, 32.88100, 32.91200, 32.95500, 32.99900, 33.04200,
 JPY,     買入,  0.30280,  0.30920,  0.30930,  0.30950,  0.30970,  0.30990,  0.31010,  0.31030,  0.31040,     賣出,  0.31380,  0.31320,  0.31340,  0.31380,  0.31420,  0.31440,  0.31470,  0.31500,  0.31520,
 ZAR,     買入,  0.00000,  2.26000,  2.24500,  2.21600,  2.20200,  2.18800,  2.17300,  2.15900,  2.14400,     賣出,  0.00000,  2.34000,  2.34500,  2.35400,  2.33900,  2.32400,  2.31000,  2.29500,  2.28100,
 SEK,     買入,  3.29000,  3.63000,  3.63100,  3.63200,  3.63500,  3.63700,  3.63900,  3.64100,  3.64400,     賣出,  3.80000,  3.73000,  3.73200,  3.73500,  3.73800,  3.74000,  3.74400,  3.74700,  3.75100,
 NZD,     買入, 22.53000, 22.77000, 22.79000, 22.82900, 22.78400, 22.74000, 22.69500, 22.65100, 22.60600,     賣出, 23.16000, 22.97000, 22.91900, 22.81700, 22.77200, 22.72800, 22.69200, 22.65600, 22.62000,
 THB,     買入,  0.80240,  0.89090,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.94540,  0.93090,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.60500,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.73800,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00208,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00278,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 34.48000, 34.98000, 34.98900, 35.00700, 35.03600, 35.05700, 35.07800, 35.10000, 35.10400,     賣出, 35.63000, 35.38000, 35.39900, 35.43800, 35.48100, 35.51200, 35.54500, 35.57300, 35.59400,
 KRW,     買入,  0.02674,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.03064,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00103,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00153,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.38600,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.18100,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.60600,  4.67800,  4.67320,  4.66350,  4.64900,  4.63680,  4.62430,  4.61180,  4.59710,     賣出,  4.76800,  4.72800,  4.72410,  4.71640,  4.70280,  4.69210,  4.68060,  4.66840,  4.65550,
