幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 32.03000, 32.33000, 32.32400, 32.31100, 32.29100, 32.27500, 32.25300, 32.22900, 32.20400,     賣出, 32.57200, 32.43000, 32.42700, 32.42200, 32.40500, 32.38600, 32.37000, 32.35500, 32.34300,
 HKD,     買入,  4.02300,  4.14300,  4.14200,  4.14100,  4.14000,  4.13900,  4.13600,  4.13300,  4.13000,     賣出,  4.21800,  4.20300,  4.20300,  4.20400,  4.20300,  4.20200,  4.20000,  4.19800,  4.19600,
 GBP,     買入, 44.77000, 45.64000, 45.62600, 45.59900, 45.58100, 45.55900, 45.53900, 45.51800, 45.49800,     賣出, 46.70000, 46.06000, 46.05900, 46.05700, 46.03900, 46.02200, 46.01400, 46.00600, 45.99800,
 AUD,     買入, 23.50000, 23.69000, 23.67200, 23.63600, 23.59900, 23.56100, 23.51900, 23.48000, 23.44000,     賣出, 24.16000, 23.92000, 23.90800, 23.88500, 23.84900, 23.81200, 23.77700, 23.74400, 23.71100,
 CAD,     買入, 24.58000, 24.85000, 24.84100, 24.82200, 24.80900, 24.79400, 24.77700, 24.76100, 24.74400,     賣出, 25.32000, 25.07000, 25.06800, 25.06300, 25.05100, 25.03800, 25.02800, 25.01800, 25.00800,
 SGD,     買入, 23.47000, 23.89000, 23.87600, 23.84700, 23.82000, 23.79500, 23.76500, 23.73500, 23.70500,     賣出, 24.25000, 24.07000, 24.06600, 24.05800, 24.03600, 24.00600, 23.98400, 23.96200, 23.94000,
 CHF,     買入, 33.00000, 33.53000, 33.53400, 33.54200, 33.56700, 33.59300, 33.62100, 33.64900, 33.67700,     賣出, 34.06000, 33.82000, 33.83400, 33.86300, 33.88900, 33.91900, 33.95600, 33.99300, 34.03000,
 JPY,     買入,  0.30320,  0.30960,  0.30960,  0.30970,  0.30980,  0.31000,  0.31010,  0.31020,  0.31030,     賣出,  0.31420,  0.31360,  0.31380,  0.31410,  0.31430,  0.31440,  0.31470,  0.31490,  0.31520,
 ZAR,     買入,  0.00000,  2.06000,  2.05500,  2.04500,  2.03100,  2.01700,  2.00300,  1.98900,  1.97600,     賣出,  0.00000,  2.16000,  2.15600,  2.14700,  2.13400,  2.12000,  2.10700,  2.09400,  2.08100,
 SEK,     買入,  3.50000,  3.84000,  3.84000,  3.84100,  3.84200,  3.84500,  3.84800,  3.85000,  3.85200,     賣出,  4.01000,  3.94000,  3.94100,  3.94400,  3.94700,  3.94900,  3.95300,  3.95600,  3.95900,
 NZD,     買入, 22.45000, 22.69000, 22.66900, 22.62600, 22.58300, 22.53600, 22.49100, 22.44600, 22.40000,     賣出, 23.08000, 22.89000, 22.87700, 22.85100, 22.80800, 22.76300, 22.72400, 22.68500, 22.64600,
 THB,     買入,  0.81560,  0.90410,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.95860,  0.94410,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.64840,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.78140,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00208,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00278,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 35.77000, 36.27000, 36.27400, 36.28100, 36.29700, 36.31400, 36.32600, 36.33800, 36.35000,     賣出, 36.92000, 36.67000, 36.68600, 36.71900, 36.74200, 36.75900, 36.78600, 36.81400, 36.84100,
 KRW,     買入,  0.02584,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.02974,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00108,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00158,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.66700,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.46200,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.81200,  4.88400,  4.88120,  4.87560,  4.86550,  4.85660,  4.84430,  4.83190,  4.81960,     賣出,  4.97400,  4.93400,  4.93240,  4.92930,  4.92150,  4.91430,  4.90570,  4.89710,  4.88860,
