幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 31.35000, 31.65000, 31.64300, 31.62800, 31.60700, 31.58800, 31.56300, 31.53700, 31.50900,     賣出, 31.89200, 31.75000, 31.74600, 31.73900, 31.71900, 31.69900, 31.68000, 31.66000, 31.64700,
 HKD,     買入,  3.93600,  4.05600,  4.05500,  4.05400,  4.05200,  4.05100,  4.04900,  4.04700,  4.04400,     賣出,  4.13100,  4.11600,  4.11600,  4.11700,  4.11600,  4.11500,  4.11400,  4.11300,  4.11200,
 GBP,     買入, 41.14000, 42.01000, 42.00400, 41.99200, 41.99200, 41.98700, 41.97800, 41.96900, 41.96000,     賣出, 43.07000, 42.43000, 42.43500, 42.44500, 42.44500, 42.44300, 42.44900, 42.45500, 42.46100,
 AUD,     買入, 23.82000, 24.01000, 23.99200, 23.95600, 23.91900, 23.88200, 23.84000, 23.80000, 23.75800,     賣出, 24.48000, 24.24000, 24.23200, 24.21500, 24.18000, 24.14300, 24.10900, 24.07800, 24.04700,
 CAD,     買入, 23.89000, 24.16000, 24.15400, 24.14300, 24.12900, 24.11500, 24.09700, 24.07900, 24.06100,     賣出, 24.63000, 24.38000, 24.38000, 24.37900, 24.36700, 24.35300, 24.34400, 24.33500, 24.32500,
 SGD,     買入, 23.12000, 23.54000, 23.53100, 23.51200, 23.49100, 23.47200, 23.44700, 23.42200, 23.39700,     賣出, 23.90000, 23.72000, 23.72000, 23.71900, 23.70000, 23.68100, 23.66400, 23.64600, 23.62800,
 CHF,     買入, 31.89000, 32.42000, 32.42500, 32.43600, 32.46100, 32.49300, 32.52400, 32.55600, 32.58700,     賣出, 32.95000, 32.71000, 32.73200, 32.77500, 32.81600, 32.85200, 32.89800, 32.94400, 32.99100,
 JPY,     買入,  0.30400,  0.31040,  0.31040,  0.31040,  0.31070,  0.31080,  0.31090,  0.31110,  0.31130,     賣出,  0.31500,  0.31440,  0.31450,  0.31470,  0.31500,  0.31520,  0.31550,  0.31580,  0.31610,
 ZAR,     買入,  0.00000,  2.24000,  2.23400,  2.22300,  2.20800,  2.19400,  2.17900,  2.16400,  2.14900,     賣出,  0.00000,  2.32000,  2.31600,  2.30700,  2.29200,  2.27800,  2.26300,  2.24900,  2.23500,
 SEK,     買入,  3.32000,  3.66000,  3.66100,  3.66200,  3.66600,  3.66900,  3.67100,  3.67400,  3.67700,     賣出,  3.83000,  3.76000,  3.76200,  3.76600,  3.77000,  3.77300,  3.77700,  3.78100,  3.78500,
 NZD,     買入, 22.37000, 22.61000, 22.59100, 22.55200, 22.50800, 22.46400, 22.41900, 22.37500, 22.33000,     賣出, 23.00000, 22.81000, 22.79900, 22.77800, 22.73500, 22.69200, 22.65500, 22.61800, 22.58200,
 THB,     買入,  0.80400,  0.89250,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.94700,  0.93250,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.62470,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.75770,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00208,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00278,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 34.63000, 35.13000, 35.13400, 35.14200, 35.17000, 35.18800, 35.20800, 35.22700, 35.24600,     賣出, 35.78000, 35.53000, 35.54400, 35.57300, 35.61000, 35.63100, 35.66700, 35.70300, 35.73800,
 KRW,     買入,  0.02673,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.03063,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00105,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00155,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.59900,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.39400,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.67600,  4.74800,  4.74480,  4.73830,  4.72860,  4.71930,  4.70820,  4.69710,  4.68590,     賣出,  4.83800,  4.79800,  4.79610,  4.79240,  4.78430,  4.77730,  4.76940,  4.76150,  4.75370,
