幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,30.03000,30.33000,30.31700,30.29000,30.25000,30.20700,30.15900,30.10700,30.05500,本行賣出,30.57200,30.43000,30.42100,30.40200,30.36100,30.31900,30.27500,30.23300,30.19400,
HKD,本行買入,3.75800,3.87800,3.87600,3.87300,3.87100,3.86700,3.86200,3.85700,3.85200,本行賣出,3.95300,3.93800,3.93800,3.93800,3.93500,3.93100,3.92800,3.92500,3.92200,
GBP,本行買入,36.96000,37.83000,37.81200,37.77700,37.75300,37.72700,37.69500,37.66200,37.63000,本行賣出,38.89000,38.25000,38.25100,38.25200,38.22800,38.20300,38.18500,38.16700,38.14900,
AUD,本行買入,22.69000,22.88000,22.86000,22.81900,22.77500,22.72800,22.67800,22.62800,22.58000,本行賣出,23.35000,23.11000,23.10100,23.08400,23.03900,22.99200,22.95100,22.90900,22.86900,
CAD,本行買入,22.43000,22.70000,22.68800,22.66300,22.64300,22.61900,22.59200,22.56500,22.53700,本行賣出,23.17000,22.92000,22.91900,22.91700,22.89600,22.87100,22.85200,22.83300,22.81400,
SGD,本行買入,21.23000,21.65000,21.63600,21.60800,21.58500,21.55600,21.52400,21.49200,21.45900,本行賣出,22.01000,21.83000,21.82800,21.82300,21.79900,21.77100,21.75200,21.73200,21.71200,
CHF,本行買入,29.55000,30.08000,30.07700,30.07200,30.09000,30.10100,30.11100,30.12200,30.13200,本行賣出,30.61000,30.37000,30.37900,30.39800,30.41600,30.43000,30.45100,30.47200,30.49400,
JPY,本行買入,0.27050,0.27690,0.27690,0.27690,0.27690,0.27690,0.27690,0.27690,0.27690,本行賣出,0.28150,0.28090,0.28100,0.28110,0.28110,0.28110,0.28110,0.28110,0.28120,
ZAR,本行買入,0.00000,2.21000,2.20500,2.19400,2.17900,2.16400,2.14900,2.13400,2.12000,本行賣出,0.00000,2.29000,2.28600,2.27800,2.26300,2.24900,2.23400,2.22000,2.20600,
SEK,本行買入,2.98000,3.32000,3.31900,3.31800,3.31800,3.31900,3.31900,3.31800,3.31800,本行賣出,3.49000,3.42000,3.42100,3.42200,3.42300,3.42300,3.42400,3.42500,3.42700,
NZD,本行買入,20.90000,21.14000,21.11900,21.07700,21.03100,20.98500,20.93600,20.88700,20.83700,本行賣出,21.53000,21.34000,21.33100,21.31300,21.26700,21.22100,21.18000,21.13800,21.09700,
THB,本行買入,0.78140,0.86990,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.92440,0.90990,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.56420,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.69720,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00198,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00268,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,31.57000,32.07000,32.07100,32.07300,32.07500,32.07700,32.07900,32.08100,32.08300,本行賣出,32.72000,32.47000,32.47800,32.49500,32.50200,32.51000,32.52100,32.53100,32.54100,
KRW,本行買入,0.02489,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02879,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00097,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00147,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,5.84500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.38000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.31500,4.38700,4.38190,4.37170,4.35530,4.33810,4.31970,4.30140,4.28320,本行賣出,4.47700,4.43700,4.43350,4.42660,4.41270,4.39950,4.38680,4.37410,4.36150,
