幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 32.05000, 32.35000, 32.34000, 32.32000, 32.29300, 32.27300, 32.24300, 32.22500, 32.19900,     賣出, 32.59200, 32.45000, 32.44400, 32.43200, 32.40900, 32.39000, 32.37700, 32.36200, 32.34800,
 HKD,     買入,  4.02400,  4.14400,  4.14300,  4.14200,  4.14100,  4.14000,  4.13700,  4.13400,  4.13100,     賣出,  4.21900,  4.20400,  4.20400,  4.20500,  4.20400,  4.20300,  4.20100,  4.19900,  4.19700,
 GBP,     買入, 42.99000, 43.86000, 43.84600, 43.81900, 43.80100, 43.77900, 43.75900, 43.73800, 43.71800,     賣出, 44.92000, 44.28000, 44.27900, 44.27700, 44.25900, 44.24200, 44.23400, 44.22600, 44.21800,
 AUD,     買入, 23.61000, 23.80000, 23.78200, 23.74600, 23.70900, 23.67100, 23.62900, 23.59000, 23.55000,     賣出, 24.27000, 24.03000, 24.01800, 23.99500, 23.95900, 23.92200, 23.88700, 23.85400, 23.82100,
 CAD,     買入, 24.50000, 24.77000, 24.76100, 24.74200, 24.72900, 24.71400, 24.69700, 24.68100, 24.66400,     賣出, 25.24000, 24.99000, 24.98800, 24.98300, 24.97100, 24.95800, 24.94800, 24.93800, 24.92800,
 SGD,     買入, 23.34000, 23.76000, 23.74600, 23.71700, 23.69000, 23.66500, 23.63500, 23.60500, 23.57500,     賣出, 24.12000, 23.94000, 23.93600, 23.92800, 23.90600, 23.87600, 23.85400, 23.83200, 23.81000,
 CHF,     買入, 32.54000, 33.07000, 33.07400, 33.08200, 33.10700, 33.13300, 33.16100, 33.18900, 33.21700,     賣出, 33.60000, 33.36000, 33.37400, 33.40300, 33.42900, 33.45900, 33.49600, 33.53300, 33.57000,
 JPY,     買入,  0.30820,  0.31460,  0.31460,  0.31450,  0.31450,  0.31460,  0.31470,  0.31480,  0.31500,     賣出,  0.31920,  0.31860,  0.31890,  0.31950,  0.31960,  0.31980,  0.32000,  0.32030,  0.32060,
 ZAR,     買入,  0.00000,  2.03000,  2.02500,  2.01500,  2.00100,  1.98700,  1.97300,  1.95900,  1.94600,     賣出,  0.00000,  2.13000,  2.12600,  2.11700,  2.10400,  2.09000,  2.07700,  2.06400,  2.05100,
 SEK,     買入,  3.39000,  3.73000,  3.73000,  3.73100,  3.73200,  3.73500,  3.73800,  3.74000,  3.74200,     賣出,  3.90000,  3.83000,  3.83100,  3.83400,  3.83700,  3.83900,  3.84300,  3.84600,  3.84900,
 NZD,     買入, 22.49000, 22.73000, 22.70900, 22.66600, 22.62300, 22.57600, 22.53100, 22.48600, 22.44000,     賣出, 23.12000, 22.93000, 22.91700, 22.89100, 22.84800, 22.80300, 22.76400, 22.72500, 22.68600,
 THB,     買入,  0.81140,  0.89990,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.95440,  0.93990,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.64150,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.77450,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00208,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00278,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 35.00000, 35.50000, 35.50100, 35.50200, 35.50300, 35.51300, 35.52500, 35.53700, 35.54800,     賣出, 36.15000, 35.90000, 35.92900, 35.98600, 36.00700, 36.01900, 36.05600, 36.09300, 36.12900,
 KRW,     買入,  0.02576,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.02966,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00108,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00158,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.62700,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.42200,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.78200,  4.85400,  4.84820,  4.83670,  4.82320,  4.81300,  4.79920,  4.78530,  4.77150,     賣出,  4.94400,  4.90400,  4.90210,  4.89830,  4.88820,  4.87910,  4.86970,  4.86040,  4.85100,
