幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,30.56000,30.86000,30.84600,30.81700,30.77400,30.73500,30.68800,30.64000,30.58600,本行賣出,31.10200,30.96000,30.95000,30.92900,30.88900,30.84700,30.81200,30.77000,30.72800,
HKD,本行買入,3.83100,3.95100,3.95000,3.94700,3.94400,3.94000,3.93500,3.93000,3.92500,本行賣出,4.02600,4.01100,4.01100,4.01000,4.00800,4.00400,4.00100,3.99700,3.99400,
GBP,本行買入,36.86000,37.73000,37.71500,37.68600,37.67800,37.66000,37.63400,37.60900,37.58300,本行賣出,38.79000,38.15000,38.15200,38.15500,38.15200,38.13600,38.12400,38.11100,38.09800,
AUD,本行買入,23.08000,23.27000,23.25200,23.21600,23.17600,23.13000,23.08000,23.03100,22.98200,本行賣出,23.74000,23.50000,23.48900,23.46800,23.43000,23.38500,23.34300,23.30200,23.26100,
CAD,本行買入,22.72000,22.99000,22.98000,22.95900,22.94100,22.91900,22.89300,22.86600,22.83900,本行賣出,23.46000,23.21000,23.20700,23.20000,23.18300,23.16300,23.14400,23.12500,23.10600,
SGD,本行買入,21.37000,21.79000,21.78000,21.76000,21.73700,21.71400,21.68400,21.65300,21.62200,本行賣出,22.15000,21.97000,21.96800,21.96300,21.94800,21.92400,21.90100,21.87800,21.85500,
CHF,本行買入,29.84000,30.37000,30.37000,30.37000,30.39700,30.41900,30.43500,30.45200,30.46800,本行賣出,30.90000,30.66000,30.67000,30.68900,30.72000,30.74600,30.77400,30.80200,30.83000,
JPY,本行買入,0.26240,0.26880,0.26880,0.26870,0.26870,0.26870,0.26870,0.26870,0.26870,本行賣出,0.27340,0.27280,0.27290,0.27300,0.27300,0.27300,0.27310,0.27320,0.27330,
ZAR,本行買入,0.00000,2.30000,2.29400,2.28300,2.26800,2.25200,2.23600,2.22000,2.20400,本行賣出,0.00000,2.38000,2.37600,2.36700,2.35300,2.33600,2.32100,2.30600,2.29100,
SEK,本行買入,3.02000,3.36000,3.36000,3.35900,3.36100,3.36200,3.36300,3.36300,3.36300,本行賣出,3.53000,3.46000,3.46100,3.46300,3.46500,3.46600,3.46800,3.46900,3.47100,
NZD,本行買入,21.48000,21.72000,21.70000,21.66000,21.61800,21.57000,21.51900,21.46800,21.41800,本行賣出,22.11000,21.92000,21.91000,21.89000,21.85000,21.80400,21.76000,21.71700,21.67400,
THB,本行買入,0.77860,0.86710,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.92160,0.90710,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.56500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.69800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00198,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00268,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,31.81000,32.31000,32.30900,32.30700,32.30900,32.31200,32.31300,32.31400,32.31400,本行賣出,32.96000,32.71000,32.71800,32.73400,32.74000,32.74100,32.75500,32.76800,32.78100,
KRW,本行買入,0.02510,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00148,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,5.88800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.42300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.38900,4.46100,4.45430,4.44100,4.42030,4.40120,4.38090,4.36060,4.34050,本行賣出,4.55100,4.51100,4.50630,4.49680,4.48110,4.46600,4.45110,4.43630,4.42160,
