幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,28.95000,29.25000,29.23500,29.20600,29.15200,29.09900,29.03500,28.96800,28.90200,本行賣出,29.49200,29.35000,29.33900,29.31700,29.26600,29.21300,29.15300,29.10000,29.04800,
HKD,本行買入,3.60100,3.71600,3.71500,3.71200,3.70900,3.70500,3.69900,3.69200,3.68600,本行賣出,3.79100,3.77600,3.77600,3.77600,3.77200,3.76800,3.76400,3.75900,3.75400,
GBP,本行買入,39.71000,40.58000,40.57000,40.55100,40.53700,40.51100,40.46900,40.42600,40.38300,本行賣出,41.64000,41.00000,41.00500,41.01500,41.00200,40.97900,40.94900,40.92000,40.89000,
AUD,本行買入,22.77000,22.96000,22.94600,22.91800,22.87700,22.83700,22.78400,22.73500,22.68200,本行賣出,23.43000,23.19000,23.18300,23.16900,23.12800,23.09000,23.04500,23.00300,22.95800,
CAD,本行買入,22.93000,23.20000,23.18900,23.16600,23.13400,23.10000,23.05400,23.00800,22.96200,本行賣出,23.67000,23.42000,23.41700,23.41200,23.38100,23.35000,23.31300,23.27500,23.23800,
SGD,本行買入,21.68000,22.10000,22.08900,22.06800,22.04700,22.02000,21.98700,21.95400,21.92100,本行賣出,22.46000,22.28000,22.28100,22.28200,22.25600,22.23800,22.21100,22.18400,22.15700,
CHF,本行買入,30.71000,31.24000,31.24300,31.24800,31.27900,31.29500,31.30300,31.31200,31.32100,本行賣出,31.77000,31.53000,31.54500,31.57600,31.60700,31.62600,31.64600,31.66600,31.68700,
JPY,本行買入,0.26490,0.27130,0.27130,0.27120,0.27140,0.27140,0.27130,0.27130,0.27130,本行賣出,0.27590,0.27530,0.27540,0.27550,0.27570,0.27570,0.27580,0.27590,0.27590,
ZAR,本行買入,0.00000,2.41000,2.40400,2.39300,2.37800,2.36300,2.34700,2.33200,2.31600,本行賣出,0.00000,2.49000,2.48700,2.48100,2.46500,2.45100,2.43600,2.42100,2.40700,
SEK,本行買入,3.27000,3.61000,3.61000,3.61000,3.61300,3.61300,3.61300,3.61300,3.61200,本行賣出,3.78000,3.71000,3.71200,3.71500,3.71700,3.71800,3.71900,3.72000,3.72100,
NZD,本行買入,21.12000,21.36000,21.34400,21.31300,21.27000,21.23000,21.17900,21.12900,21.07900,本行賣出,21.75000,21.56000,21.55400,21.54100,21.49900,21.46000,21.41700,21.37400,21.33100,
THB,本行買入,0.83050,0.91900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.97350,0.95900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.49020,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.62320,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00178,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00248,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,35.58000,36.08000,36.08100,36.08200,36.09700,36.10600,36.10800,36.11000,36.11100,本行賣出,36.73000,36.48000,36.49000,36.51100,36.53500,36.54500,36.56300,36.58000,36.59600,
KRW,本行買入,0.02537,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02927,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00091,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00141,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.38300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.97300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.53100,4.60300,4.59730,4.58580,4.56610,4.54720,4.52700,4.50690,4.48690,本行賣出,4.69300,4.65300,4.64950,4.64240,4.62710,4.61290,4.59870,4.58460,4.57050,
