幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 32.04500, 32.34500, 32.33800, 32.32500, 32.30500, 32.28500, 32.25900, 32.23500, 32.21100,     賣出, 32.58700, 32.44500, 32.44200, 32.43600, 32.41700, 32.39700, 32.38200, 32.36500, 32.35300,
 HKD,     買入,  4.02000,  4.14000,  4.13900,  4.13800,  4.13700,  4.13600,  4.13300,  4.13000,  4.12700,     賣出,  4.21500,  4.20000,  4.20000,  4.20100,  4.20000,  4.19900,  4.19700,  4.19500,  4.19300,
 GBP,     買入, 45.55000, 46.42000, 46.40600, 46.37900, 46.36100, 46.33900, 46.31900, 46.29800, 46.27800,     賣出, 47.48000, 46.84000, 46.83900, 46.83700, 46.81900, 46.80200, 46.79400, 46.78600, 46.77800,
 AUD,     買入, 23.44000, 23.63000, 23.61200, 23.57600, 23.53900, 23.50100, 23.45900, 23.42000, 23.38000,     賣出, 24.10000, 23.86000, 23.84800, 23.82500, 23.78900, 23.75200, 23.71700, 23.68400, 23.65100,
 CAD,     買入, 24.59000, 24.86000, 24.85100, 24.83200, 24.81900, 24.80400, 24.78700, 24.77100, 24.75400,     賣出, 25.33000, 25.08000, 25.07800, 25.07300, 25.06100, 25.04800, 25.03800, 25.02800, 25.01800,
 SGD,     買入, 23.29000, 23.71000, 23.69600, 23.66700, 23.64000, 23.61500, 23.58500, 23.55500, 23.52500,     賣出, 24.07000, 23.89000, 23.88600, 23.87800, 23.85600, 23.82600, 23.80400, 23.78200, 23.76000,
 CHF,     買入, 32.47000, 33.00000, 33.00400, 33.01200, 33.03700, 33.06300, 33.09100, 33.11900, 33.14700,     賣出, 33.53000, 33.29000, 33.30400, 33.33300, 33.35900, 33.38900, 33.42600, 33.46300, 33.50000,
 JPY,     買入,  0.29450,  0.30090,  0.30090,  0.30090,  0.30100,  0.30110,  0.30120,  0.30130,  0.30150,     賣出,  0.30550,  0.30490,  0.30500,  0.30530,  0.30550,  0.30550,  0.30580,  0.30600,  0.30630,
 ZAR,     買入,  0.00000,  2.09000,  2.08500,  2.07500,  2.06100,  2.04700,  2.03300,  2.01900,  2.00600,     賣出,  0.00000,  2.19000,  2.18600,  2.17700,  2.16400,  2.15000,  2.13700,  2.12400,  2.11100,
 SEK,     買入,  3.59000,  3.93000,  3.93000,  3.93100,  3.93200,  3.93500,  3.93800,  3.94000,  3.94200,     賣出,  4.10000,  4.03000,  4.03100,  4.03400,  4.03700,  4.03900,  4.04300,  4.04600,  4.04900,
 NZD,     買入, 22.07000, 22.31000, 22.28900, 22.24600, 22.20300, 22.15600, 22.11100, 22.06600, 22.02000,     賣出, 22.70000, 22.51000, 22.49700, 22.47100, 22.42800, 22.38300, 22.34400, 22.30500, 22.26600,
 THB,     買入,  0.81340,  0.90190,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.95640,  0.94190,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.65170,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.78470,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00208,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00278,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 36.04000, 36.54000, 36.54000, 36.53900, 36.55200, 36.56600, 36.57700, 36.58700, 36.59800,     賣出, 37.19000, 36.94000, 36.95500, 36.98600, 37.00900, 37.02700, 37.05200, 37.07700, 37.10200,
 KRW,     買入,  0.02602,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.02992,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00108,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00158,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.66100,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.45600,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.83600,  4.90800,  4.90480,  4.89850,  4.88660,  4.87590,  4.86230,  4.84880,  4.83540,     賣出,  4.99800,  4.95800,  4.95630,  4.95300,  4.94490,  4.93600,  4.92640,  4.91680,  4.90720,
