幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 30.83500, 31.13500, 31.12700, 31.11200, 31.09300, 31.07000, 31.04300, 31.01500, 30.98700,     賣出, 31.37700, 31.23500, 31.23100, 31.22400, 31.20400, 31.18100, 31.16400, 31.14600, 31.13100,
 HKD,     買入,  3.87000,  3.99000,  3.98900,  3.98800,  3.98600,  3.98500,  3.98300,  3.98100,  3.97800,     賣出,  4.06500,  4.05000,  4.05000,  4.05100,  4.05000,  4.04900,  4.04800,  4.04700,  4.04600,
 GBP,     買入, 39.57000, 40.44000, 40.43400, 40.42200, 40.42200, 40.41700, 40.40800, 40.39900, 40.39000,     賣出, 41.50000, 40.86000, 40.86500, 40.87500, 40.87500, 40.87300, 40.87900, 40.88500, 40.89100,
 AUD,     買入, 23.71000, 23.90000, 23.88200, 23.84600, 23.80900, 23.77200, 23.73000, 23.69000, 23.64800,     賣出, 24.37000, 24.13000, 24.12200, 24.10500, 24.07000, 24.03300, 23.99900, 23.96800, 23.93700,
 CAD,     買入, 23.47000, 23.74000, 23.73400, 23.72300, 23.70900, 23.69500, 23.67700, 23.65900, 23.64100,     賣出, 24.21000, 23.96000, 23.96000, 23.95900, 23.94700, 23.93300, 23.92400, 23.91500, 23.90500,
 SGD,     買入, 22.74000, 23.16000, 23.15100, 23.13200, 23.11100, 23.09200, 23.06700, 23.04200, 23.01700,     賣出, 23.52000, 23.34000, 23.34000, 23.33900, 23.32000, 23.30100, 23.28400, 23.26600, 23.24800,
 CHF,     買入, 31.17000, 31.70000, 31.70500, 31.71600, 31.74100, 31.77300, 31.80400, 31.83600, 31.86700,     賣出, 32.23000, 31.99000, 32.01200, 32.05500, 32.09600, 32.13200, 32.17800, 32.22400, 32.27100,
 JPY,     買入,  0.29920,  0.30560,  0.30560,  0.30560,  0.30590,  0.30600,  0.30620,  0.30640,  0.30650,     賣出,  0.31020,  0.30960,  0.30970,  0.31000,  0.31030,  0.31050,  0.31080,  0.31120,  0.31150,
 ZAR,     買入,  0.00000,  2.28000,  2.27400,  2.26300,  2.24800,  2.23400,  2.21900,  2.20400,  2.18900,     賣出,  0.00000,  2.36000,  2.35600,  2.34700,  2.33200,  2.31800,  2.30300,  2.28900,  2.27500,
 SEK,     買入,  3.28000,  3.62000,  3.62100,  3.62200,  3.62600,  3.62900,  3.63100,  3.63400,  3.63700,     賣出,  3.79000,  3.72000,  3.72200,  3.72600,  3.73000,  3.73300,  3.73700,  3.74100,  3.74500,
 NZD,     買入, 22.13000, 22.37000, 22.35100, 22.31200, 22.26800, 22.22400, 22.17900, 22.13500, 22.09000,     賣出, 22.76000, 22.57000, 22.55900, 22.53800, 22.49500, 22.45200, 22.41500, 22.37800, 22.34200,
 THB,     買入,  0.79280,  0.88130,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.93580,  0.92130,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.61810,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.75110,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00208,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00278,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 34.05000, 34.55000, 34.55100, 34.55400, 34.58000, 34.59900, 34.61700, 34.63400, 34.65100,     賣出, 35.20000, 34.95000, 34.96500, 34.99500, 35.02600, 35.05100, 35.08700, 35.12200, 35.15700,
 KRW,     買入,  0.02673,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.03063,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00103,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00153,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.55800,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.35300,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.58800,  4.66000,  4.65670,  4.65010,  4.64150,  4.63120,  4.62050,  4.60980,  4.59920,     賣出,  4.75000,  4.71000,  4.70860,  4.70580,  4.69830,  4.68990,  4.68240,  4.67500,  4.66750,
