幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,31.26500,31.56500,31.55200,31.52600,31.49300,31.44800,31.40600,31.36500,31.32300,本行賣出,31.80700,31.66500,31.65600,31.63900,31.60500,31.55900,31.52400,31.49200,31.46400,
HKD,本行買入,3.92500,4.04500,4.04300,4.03900,4.03300,4.02500,4.01900,4.01300,4.00700,本行賣出,4.12000,4.10500,4.10400,4.10200,4.09700,4.09200,4.08700,4.08300,4.07800,
GBP,本行買入,37.76000,38.63000,38.61600,38.58700,38.55600,38.52000,38.49700,38.47300,38.45000,本行賣出,39.69000,39.05000,39.05100,39.05200,39.02500,39.00500,38.99300,38.98100,38.96900,
AUD,本行買入,23.45000,23.64000,23.61800,23.57300,23.52500,23.46900,23.42100,23.37300,23.32700,本行賣出,24.11000,23.87000,23.85900,23.83700,23.79200,23.74500,23.70500,23.66300,23.62400,
CAD,本行買入,23.46000,23.73000,23.71800,23.69400,23.67200,23.63700,23.61500,23.59200,23.56900,本行賣出,24.20000,23.95000,23.94700,23.94200,23.92100,23.89700,23.88000,23.86400,23.84800,
SGD,本行買入,21.63000,22.05000,22.03400,22.00200,21.96200,21.92300,21.89200,21.86000,21.82900,本行賣出,22.41000,22.23000,22.22400,22.21200,22.18100,22.15100,22.12500,22.09900,22.07300,
CHF,本行買入,30.70000,31.23000,31.22500,31.21600,31.22700,31.23300,31.25400,31.27600,31.29700,本行賣出,31.76000,31.52000,31.53900,31.57600,31.58500,31.60700,31.63700,31.66800,31.69800,
JPY,本行買入,0.26730,0.27370,0.27370,0.27360,0.27360,0.27380,0.27380,0.27390,0.27390,本行賣出,0.27830,0.27770,0.27770,0.27780,0.27780,0.27800,0.27820,0.27840,0.27860,
ZAR,本行買入,0.00000,2.28000,2.27300,2.26000,2.24400,2.22800,2.21100,2.19500,2.17900,本行賣出,0.00000,2.36000,2.35500,2.34500,2.33000,2.31400,2.29900,2.28300,2.26700,
SEK,本行買入,3.15000,3.49000,3.49000,3.49000,3.49000,3.49000,3.49100,3.49200,3.49300,本行賣出,3.66000,3.59000,3.59100,3.59300,3.59400,3.59500,3.59800,3.60000,3.60200,
NZD,本行買入,22.22000,22.46000,22.43600,22.38800,22.34000,22.28100,22.23100,22.18000,22.13000,本行賣出,22.85000,22.66000,22.64700,22.62000,22.57600,22.52800,22.48600,22.44400,22.40100,
THB,本行買入,0.78920,0.87770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.93220,0.91770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.58360,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.71660,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00273,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,32.93000,33.43000,33.42800,33.42300,33.42600,33.44300,33.45100,33.45900,33.46600,本行賣出,34.08000,33.83000,33.83900,33.85700,33.85900,33.88000,33.90300,33.92500,33.94700,
KRW,本行買入,0.02513,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02903,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00103,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00153,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.01800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.61800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.52600,4.59800,4.58890,4.57070,4.54240,4.51470,4.49080,4.46700,4.44340,本行賣出,4.68800,4.64800,4.63530,4.60980,4.59220,4.56580,4.54810,4.53040,4.51280,
