幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,29.61500,29.91500,29.89200,29.84500,29.78500,29.72700,29.65800,29.59000,29.52900,本行賣出,30.15700,30.01500,29.99600,29.95800,29.90000,29.84200,29.78400,29.73000,29.66800,
HKD,本行買入,3.68600,3.80100,3.79900,3.79500,3.79000,3.78500,3.77800,3.77200,3.76500,本行賣出,3.87600,3.86100,3.86000,3.85800,3.85300,3.84700,3.84200,3.83800,3.83300,
GBP,本行買入,39.02000,39.89000,39.88000,39.86100,39.83200,39.79700,39.75400,39.71100,39.66900,本行賣出,40.95000,40.31000,40.30700,40.30100,40.28800,40.25400,40.22400,40.19400,40.16300,
AUD,本行買入,22.81000,23.00000,22.98300,22.94900,22.90600,22.86300,22.81300,22.76500,22.71700,本行賣出,23.47000,23.23000,23.22000,23.20000,23.15500,23.11500,23.07200,23.03000,22.98900,
CAD,本行買入,23.13000,23.40000,23.38900,23.36700,23.33500,23.30200,23.26200,23.22200,23.18200,本行賣出,23.87000,23.62000,23.61500,23.60500,23.57200,23.54100,23.50800,23.47600,23.44300,
SGD,本行買入,21.78000,22.20000,22.18600,22.15800,22.12800,22.09400,22.05800,22.02100,21.98400,本行賣出,22.56000,22.38000,22.37400,22.36200,22.32700,22.30400,22.27300,22.24100,22.21000,
CHF,本行買入,29.62000,30.15000,30.15900,30.17600,30.19200,30.19900,30.20600,30.21200,30.21900,本行賣出,30.68000,30.44000,30.45700,30.49100,30.50500,30.51600,30.53200,30.54800,30.56400,
JPY,本行買入,0.25600,0.26240,0.26240,0.26240,0.26230,0.26220,0.26210,0.26200,0.26190,本行賣出,0.26700,0.26640,0.26650,0.26680,0.26660,0.26640,0.26640,0.26640,0.26630,
ZAR,本行買入,0.00000,2.30000,2.29500,2.28400,2.26900,2.25500,2.24000,2.22600,2.21100,本行賣出,0.00000,2.38000,2.37600,2.36700,2.35200,2.33900,2.32500,2.31100,2.29700,
SEK,本行買入,3.18000,3.52000,3.52100,3.52300,3.52300,3.52300,3.52300,3.52200,3.52200,本行賣出,3.69000,3.62000,3.62200,3.62700,3.62700,3.62700,3.62800,3.62900,3.62900,
NZD,本行買入,20.69000,20.93000,20.91300,20.88000,20.83600,20.79300,20.74400,20.69500,20.64600,本行賣出,21.32000,21.13000,21.11900,21.09700,21.05100,21.01000,20.96800,20.92600,20.88400,
THB,本行買入,0.81170,0.90020,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.95470,0.94020,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.52270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.65570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00188,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00258,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,34.81000,35.31000,35.31700,35.33200,35.32100,35.31200,35.30400,35.29700,35.28900,本行賣出,35.96000,35.71000,35.73300,35.77900,35.77000,35.75800,35.76400,35.77000,35.77500,
KRW,本行買入,0.02603,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02993,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00095,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00145,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.26300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.85300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.46500,4.53700,4.52950,4.51450,4.49370,4.47550,4.45490,4.43440,4.41390,本行賣出,4.62700,4.58700,4.58180,4.57150,4.55570,4.54170,4.52650,4.51140,4.49640,
