幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 31.20000, 31.50000, 31.49000, 31.47100, 31.44400, 31.42000, 31.38800, 31.35800, 31.32700,     賣出, 31.74200, 31.60000, 31.59500, 31.58400, 31.55800, 31.53400, 31.51200, 31.49100, 31.47300,
 HKD,     買入,  3.91700,  4.03700,  4.03600,  4.03400,  4.03200,  4.03100,  4.02800,  4.02400,  4.02100,     賣出,  4.11200,  4.09700,  4.09700,  4.09700,  4.09600,  4.09400,  4.09300,  4.09100,  4.09000,
 GBP,     買入, 40.83000, 41.70000, 41.73800, 41.81400, 41.81900, 41.81100, 41.80200, 41.79300, 41.78300,     賣出, 42.76000, 42.12000, 42.07700, 41.99000, 41.99500, 41.98700, 41.99300, 42.00000, 42.00600,
 AUD,     買入, 23.49000, 23.68000, 23.66500, 23.63500, 23.60000, 23.56600, 23.52600, 23.49100, 23.45100,     賣出, 24.15000, 23.91000, 23.90100, 23.88300, 23.84900, 23.81500, 23.78300, 23.75700, 23.72500,
 CAD,     買入, 23.80000, 24.07000, 24.00400, 23.87300, 23.86000, 23.84400, 23.82600, 23.80700, 23.78900,     賣出, 24.54000, 24.29000, 24.34700, 24.46200, 24.44900, 24.43200, 24.42200, 24.41200, 24.40200,
 SGD,     買入, 22.72000, 23.14000, 23.13200, 23.11500, 23.08900, 23.07500, 23.05300, 23.03100, 23.00900,     賣出, 23.50000, 23.32000, 23.32000, 23.32000, 23.30000, 23.27800, 23.26400, 23.24900, 23.23500,
 CHF,     買入, 31.66000, 32.19000, 32.10700, 31.94000, 31.97000, 32.00200, 32.03200, 32.06200, 32.09200,     賣出, 32.72000, 32.48000, 32.59300, 32.81800, 32.85100, 32.88200, 32.92500, 32.96900, 33.01200,
 JPY,     買入,  0.29950,  0.30590,  0.30590,  0.30600,  0.30610,  0.30620,  0.30630,  0.30650,  0.30660,     賣出,  0.31050,  0.30990,  0.31010,  0.31040,  0.31050,  0.31070,  0.31090,  0.31120,  0.31150,
 ZAR,     買入,  0.00000,  2.14000,  2.12500,  2.09600,  2.08200,  2.06800,  2.05300,  2.03900,  2.02400,     賣出,  0.00000,  2.22000,  2.22500,  2.23400,  2.21900,  2.20400,  2.19000,  2.17500,  2.16100,
 SEK,     買入,  3.33000,  3.67000,  3.67100,  3.67200,  3.67500,  3.67700,  3.67900,  3.68100,  3.68400,     賣出,  3.84000,  3.77000,  3.77200,  3.77500,  3.77800,  3.78000,  3.78400,  3.78700,  3.79100,
 NZD,     買入, 22.78000, 23.02000, 23.04000, 23.07900, 23.03400, 22.99000, 22.94500, 22.90100, 22.85600,     賣出, 23.41000, 23.22000, 23.16900, 23.06700, 23.02200, 22.97800, 22.94200, 22.90600, 22.87000,
 THB,     買入,  0.80180,  0.89030,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.94480,  0.93030,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.61580,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.74880,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00208,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00278,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 34.73000, 35.23000, 35.22900, 35.22600, 35.23800, 35.24800, 35.26200, 35.27700, 35.29100,     賣出, 35.88000, 35.63000, 35.64600, 35.67700, 35.69400, 35.70800, 35.73900, 35.77000, 35.80100,
 KRW,     買入,  0.02672,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.03062,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00104,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00154,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.51200,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.30700,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.61400,  4.68600,  4.67790,  4.66160,  4.64580,  4.63210,  4.61730,  4.60260,  4.58800,     賣出,  4.77600,  4.73600,  4.73070,  4.72010,  4.70850,  4.69760,  4.68750,  4.67730,  4.66720,
