幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,29.73500,30.03500,30.02100,29.99200,29.95200,29.91200,29.86000,29.81500,29.76700,本行賣出,30.27700,30.13500,30.12500,30.10500,30.06600,30.02600,29.98200,29.94500,29.91300,
HKD,本行買入,3.69400,3.81400,3.81300,3.81200,3.80900,3.80700,3.80300,3.79900,3.79500,本行賣出,3.88900,3.87400,3.87400,3.87400,3.87300,3.87000,3.86800,3.86500,3.86300,
GBP,本行買入,37.90000,38.77000,38.76400,38.75100,38.73600,38.71800,38.69700,38.67500,38.65300,本行賣出,39.83000,39.19000,39.19200,39.19700,39.18500,39.16700,39.15700,39.14800,39.13800,
AUD,本行買入,23.65000,23.84000,23.82300,23.78800,23.74500,23.70400,23.65700,23.60900,23.56200,本行賣出,24.31000,24.07000,24.06200,24.04700,24.00600,23.96500,23.92500,23.88500,23.84500,
CAD,本行買入,23.90000,24.17000,24.16000,24.14000,24.11400,24.08700,24.05300,24.02000,23.98600,本行賣出,24.64000,24.39000,24.38700,24.38200,24.35800,24.33000,24.30500,24.27900,24.25400,
SGD,本行買入,21.66000,22.08000,22.06900,22.04800,22.02400,22.00000,21.97200,21.94400,21.91600,本行賣出,22.44000,22.26000,22.25700,22.25200,22.23000,22.21000,22.18900,22.16800,22.14600,
CHF,本行買入,30.62000,31.15000,31.15500,31.16400,31.18300,31.19700,31.21500,31.23200,31.25000,本行賣出,31.68000,31.44000,31.45200,31.47600,31.49800,31.51400,31.54100,31.56800,31.59500,
JPY,本行買入,0.26560,0.27200,0.27200,0.27190,0.27200,0.27200,0.27200,0.27200,0.27210,本行賣出,0.27660,0.27600,0.27610,0.27620,0.27620,0.27620,0.27640,0.27650,0.27670,
ZAR,本行買入,0.00000,2.28000,2.27400,2.26300,2.24900,2.23500,2.22200,2.20800,2.19400,本行賣出,0.00000,2.36000,2.35600,2.34800,2.33400,2.32100,2.30800,2.29500,2.28200,
SEK,本行買入,3.38000,3.72000,3.72000,3.72000,3.72100,3.72200,3.72300,3.72400,3.72500,本行賣出,3.89000,3.82000,3.82100,3.82400,3.82600,3.82700,3.82900,3.83100,3.83400,
NZD,本行買入,21.25000,21.49000,21.47300,21.43900,21.39600,21.35500,21.30900,21.26300,21.21700,本行賣出,21.88000,21.69000,21.68100,21.66400,21.62300,21.58200,21.54300,21.50500,21.46600,
THB,本行買入,0.80320,0.89170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.94620,0.93170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.53900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.67200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00188,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00258,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,35.05000,35.55000,35.54900,35.54800,35.55700,35.56400,35.56800,35.57100,35.57400,本行賣出,36.20000,35.95000,35.96100,35.98300,35.99500,36.00500,36.02600,36.04700,36.06800,
KRW,本行買入,0.02486,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02876,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00095,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00145,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,5.98200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.55200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.49400,4.56600,4.51300,4.55020,4.53550,4.52280,4.50430,4.48580,4.46750,本行賣出,4.65600,4.61600,4.61310,4.60740,4.59480,4.58400,4.57100,4.55810,4.54530,
