幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 31.84500, 32.14500, 32.13600, 32.11700, 32.09400, 32.07500, 32.05000, 32.02500, 31.99800,     賣出, 32.38700, 32.24500, 32.24000, 32.22900, 32.20700, 32.18600, 32.16900, 32.15300, 32.14300,
 HKD,     買入,  3.99900,  4.11900,  4.11800,  4.11700,  4.11500,  4.11300,  4.11100,  4.10800,  4.10500,     賣出,  4.19400,  4.17900,  4.17900,  4.17900,  4.17800,  4.17700,  4.17500,  4.17300,  4.17100,
 GBP,     買入, 41.75000, 42.62000, 42.60800, 42.58400, 42.56200, 42.54600, 42.52500, 42.50500, 42.48500,     賣出, 43.68000, 43.04000, 43.03800, 43.03400, 43.01600, 43.00000, 42.99400, 42.98800, 42.98200,
 AUD,     買入, 23.72000, 23.91000, 23.89200, 23.85500, 23.81100, 23.77100, 23.72600, 23.68500, 23.64100,     賣出, 24.38000, 24.14000, 24.12900, 24.10600, 24.06400, 24.02400, 23.98500, 23.95100, 23.91400,
 CAD,     買入, 24.47000, 24.74000, 24.73100, 24.71400, 24.69800, 24.68100, 24.66200, 24.64400, 24.62500,     賣出, 25.21000, 24.96000, 24.95900, 24.95700, 24.94000, 24.92400, 24.91300, 24.90200, 24.89100,
 SGD,     買入, 23.44000, 23.86000, 23.84900, 23.82700, 23.80000, 23.77500, 23.74900, 23.72300, 23.69700,     賣出, 24.22000, 24.04000, 24.03500, 24.02500, 24.00700, 23.98100, 23.96100, 23.94100, 23.92200,
 CHF,     買入, 32.28000, 32.81000, 32.81700, 32.83200, 32.85700, 32.88300, 32.91400, 32.94500, 32.97500,     賣出, 33.34000, 33.10000, 33.12000, 33.16100, 33.19200, 33.22700, 33.27500, 33.32300, 33.37100,
 JPY,     買入,  0.30480,  0.31120,  0.31120,  0.31110,  0.31120,  0.31140,  0.31150,  0.31170,  0.31180,     賣出,  0.31580,  0.31520,  0.31530,  0.31550,  0.31560,  0.31580,  0.31610,  0.31640,  0.31670,
 ZAR,     買入,  0.00000,  2.14000,  2.13400,  2.12200,  2.10700,  2.09200,  2.07700,  2.06300,  2.04900,     賣出,  0.00000,  2.24000,  2.23600,  2.22800,  2.21200,  2.19800,  2.18400,  2.17000,  2.15600,
 SEK,     買入,  3.42000,  3.76000,  3.76000,  3.75900,  3.76100,  3.76300,  3.76500,  3.76800,  3.77100,     賣出,  3.93000,  3.86000,  3.86200,  3.86600,  3.86900,  3.87200,  3.87500,  3.87800,  3.88100,
 NZD,     買入, 22.68000, 22.92000, 22.90000, 22.86000, 22.80700, 22.76000, 22.71100, 22.66100, 22.61100,     賣出, 23.31000, 23.12000, 23.10500, 23.07500, 23.02400, 22.97600, 22.93400, 22.89100, 22.84800,
 THB,     買入,  0.81390,  0.90240,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.95690,  0.94240,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.63610,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.76910,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00208,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00278,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 34.97000, 35.47000, 35.46900, 35.46600, 35.47800, 35.49700, 35.50800, 35.51800, 35.52800,     賣出, 36.12000, 35.87000, 35.88300, 35.90900, 35.92500, 35.94700, 35.98100, 36.01400, 36.04800,
 KRW,     買入,  0.02638,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.03028,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00107,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00157,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.82600,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.62100,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.72900,  4.80100,  4.79740,  4.79010,  4.78100,  4.76870,  4.75700,  4.74530,  4.73370,     賣出,  4.89100,  4.85100,  4.84880,  4.84450,  4.83590,  4.82740,  4.81900,  4.81060,  4.80210,
