幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 31.14500, 31.44500, 31.43500, 31.41600, 31.39000, 31.36500, 31.33300, 31.30500, 31.27000,     賣出, 31.68700, 31.54500, 31.53900, 31.52700, 31.50200, 31.47600, 31.45300, 31.43000, 31.41500,
 HKD,     買入,  3.90900,  4.02900,  4.02800,  4.02600,  4.02400,  4.02300,  4.02000,  4.01600,  4.01300,     賣出,  4.10400,  4.08900,  4.08900,  4.08900,  4.08800,  4.08600,  4.08500,  4.08300,  4.08200,
 GBP,     買入, 40.02000, 40.89000, 40.92800, 41.00400, 41.00900, 41.00100, 40.99200, 40.98300, 40.97300,     賣出, 41.95000, 41.31000, 41.26700, 41.18000, 41.18500, 41.17700, 41.18300, 41.19000, 41.19600,
 AUD,     買入, 23.43000, 23.62000, 23.60500, 23.57500, 23.54000, 23.50600, 23.46600, 23.43100, 23.39100,     賣出, 24.09000, 23.85000, 23.84100, 23.82300, 23.78900, 23.75500, 23.72300, 23.69700, 23.66500,
 CAD,     買入, 23.56000, 23.83000, 23.76400, 23.63300, 23.62000, 23.60400, 23.58600, 23.56700, 23.54900,     賣出, 24.30000, 24.05000, 24.10700, 24.22200, 24.20900, 24.19200, 24.18200, 24.17200, 24.16200,
 SGD,     買入, 22.58000, 23.00000, 22.99200, 22.97500, 22.94900, 22.93500, 22.91300, 22.89100, 22.86900,     賣出, 23.36000, 23.18000, 23.18000, 23.18000, 23.16000, 23.13800, 23.12400, 23.10900, 23.09500,
 CHF,     買入, 31.49000, 32.02000, 31.93700, 31.77000, 31.80000, 31.83200, 31.86200, 31.89200, 31.92200,     賣出, 32.55000, 32.31000, 32.42300, 32.64800, 32.68100, 32.71200, 32.75500, 32.79900, 32.84200,
 JPY,     買入,  0.30020,  0.30660,  0.30660,  0.30670,  0.30680,  0.30690,  0.30700,  0.30710,  0.30730,     賣出,  0.31120,  0.31060,  0.31080,  0.31110,  0.31120,  0.31140,  0.31170,  0.31190,  0.31220,
 ZAR,     買入,  0.00000,  2.19000,  2.17500,  2.14600,  2.13200,  2.11800,  2.10300,  2.08900,  2.07400,     賣出,  0.00000,  2.27000,  2.27500,  2.28400,  2.26900,  2.25400,  2.24000,  2.22500,  2.21100,
 SEK,     買入,  3.30000,  3.64000,  3.64100,  3.64200,  3.64500,  3.64700,  3.64900,  3.65100,  3.65400,     賣出,  3.81000,  3.74000,  3.74200,  3.74500,  3.74800,  3.75000,  3.75400,  3.75700,  3.76100,
 NZD,     買入, 22.68000, 22.92000, 22.94000, 22.97900, 22.93400, 22.89000, 22.84500, 22.80100, 22.75600,     賣出, 23.31000, 23.12000, 23.06900, 22.96700, 22.92200, 22.87800, 22.84200, 22.80600, 22.77000,
 THB,     買入,  0.80070,  0.88920,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.94370,  0.92920,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.60910,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.74210,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00208,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00278,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 34.48000, 34.98000, 34.98000, 34.98100, 34.99100, 35.00200, 35.01500, 35.02700, 35.03900,     賣出, 35.63000, 35.38000, 35.39500, 35.42600, 35.44000, 35.45400, 35.48400, 35.51400, 35.54300,
 KRW,     買入,  0.02640,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.03030,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00104,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00154,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.37900,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.17400,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.62800,  4.70000,  4.69000,  4.67000,  4.64870,  4.63440,  4.61860,  4.60280,  4.58700,     賣出,  4.79000,  4.75000,  4.74320,  4.72970,  4.71330,  4.70210,  4.69080,  4.67960,  4.66840,
