幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 32.07000, 32.37000, 32.36000, 32.34000, 32.31300, 32.29300, 32.26300, 32.24500, 32.21900,     賣出, 32.61200, 32.47000, 32.46400, 32.45200, 32.42900, 32.41000, 32.39700, 32.38200, 32.36800,
 HKD,     買入,  4.02800,  4.14800,  4.14700,  4.14600,  4.14500,  4.14400,  4.14100,  4.13800,  4.13500,     賣出,  4.22300,  4.20800,  4.20800,  4.20900,  4.20800,  4.20700,  4.20500,  4.20300,  4.20100,
 GBP,     買入, 43.70000, 44.57000, 44.55600, 44.52900, 44.51100, 44.48900, 44.46900, 44.44800, 44.42800,     賣出, 45.63000, 44.99000, 44.98900, 44.98700, 44.96900, 44.95200, 44.94400, 44.93600, 44.92800,
 AUD,     買入, 23.70000, 23.89000, 23.87200, 23.83600, 23.79900, 23.76100, 23.71900, 23.68000, 23.64000,     賣出, 24.36000, 24.12000, 24.10800, 24.08500, 24.04900, 24.01200, 23.97700, 23.94400, 23.91100,
 CAD,     買入, 24.53000, 24.80000, 24.79100, 24.77200, 24.75900, 24.74400, 24.72700, 24.71100, 24.69400,     賣出, 25.27000, 25.02000, 25.01800, 25.01300, 25.00100, 24.98800, 24.97800, 24.96800, 24.95800,
 SGD,     買入, 23.42000, 23.84000, 23.82600, 23.79700, 23.77000, 23.74500, 23.71500, 23.68500, 23.65500,     賣出, 24.20000, 24.02000, 24.01600, 24.00800, 23.98600, 23.95600, 23.93400, 23.91200, 23.89000,
 CHF,     買入, 32.67000, 33.20000, 33.20400, 33.21200, 33.23700, 33.26300, 33.29100, 33.31900, 33.34700,     賣出, 33.73000, 33.49000, 33.50400, 33.53300, 33.55900, 33.58900, 33.62600, 33.66300, 33.70000,
 JPY,     買入,  0.30630,  0.31270,  0.31270,  0.31260,  0.31260,  0.31270,  0.31280,  0.31290,  0.31310,     賣出,  0.31730,  0.31670,  0.31700,  0.31760,  0.31770,  0.31790,  0.31810,  0.31840,  0.31870,
 ZAR,     買入,  0.00000,  2.13000,  2.12500,  2.11500,  2.10100,  2.08700,  2.07300,  2.05900,  2.04600,     賣出,  0.00000,  2.23000,  2.22600,  2.21700,  2.20400,  2.19000,  2.17700,  2.16400,  2.15100,
 SEK,     買入,  3.46000,  3.80000,  3.80000,  3.80100,  3.80200,  3.80500,  3.80800,  3.81000,  3.81200,     賣出,  3.97000,  3.90000,  3.90100,  3.90400,  3.90700,  3.90900,  3.91300,  3.91600,  3.91900,
 NZD,     買入, 22.54000, 22.78000, 22.75900, 22.71600, 22.67300, 22.62600, 22.58100, 22.53600, 22.49000,     賣出, 23.17000, 22.98000, 22.96700, 22.94100, 22.89800, 22.85300, 22.81400, 22.77500, 22.73600,
 THB,     買入,  0.81320,  0.90170,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.95620,  0.94170,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.64240,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.77540,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00208,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00278,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 35.49000, 35.99000, 35.99100, 35.99200, 35.99300, 36.00300, 36.01500, 36.02700, 36.03800,     賣出, 36.64000, 36.39000, 36.41900, 36.47600, 36.49700, 36.50900, 36.54600, 36.58300, 36.61900,
 KRW,     買入,  0.02585,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.02975,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00108,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00158,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.67500,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.47000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.78900,  4.86100,  4.85520,  4.84370,  4.83020,  4.82000,  4.80620,  4.79230,  4.77850,     賣出,  4.95100,  4.91100,  4.90910,  4.90530,  4.89520,  4.88610,  4.87670,  4.86740,  4.85800,
