幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 30.92000, 31.22000, 31.21000, 31.18900, 31.16500, 31.13900, 31.10500, 31.07400, 31.04700,     賣出, 31.46200, 31.32000, 31.31300, 31.30000, 31.27600, 31.25100, 31.22700, 31.20100, 31.18700,
 HKD,     買入,  3.88100,  4.00100,  4.00000,  3.99800,  3.99600,  3.99500,  3.99200,  3.98800,  3.98500,     賣出,  4.07600,  4.06100,  4.06100,  4.06100,  4.06000,  4.05800,  4.05700,  4.05500,  4.05400,
 GBP,     買入, 40.71000, 41.58000, 41.61800, 41.69400, 41.69900, 41.69100, 41.68200, 41.67300, 41.66300,     賣出, 42.64000, 42.00000, 41.95700, 41.87000, 41.87500, 41.86700, 41.87300, 41.88000, 41.88600,
 AUD,     買入, 23.72000, 23.91000, 23.89500, 23.86500, 23.83000, 23.79600, 23.75600, 23.72100, 23.68100,     賣出, 24.38000, 24.14000, 24.13100, 24.11300, 24.07900, 24.04500, 24.01300, 23.98700, 23.95500,
 CAD,     買入, 23.93000, 24.20000, 24.13400, 24.00300, 23.99000, 23.97400, 23.95600, 23.93700, 23.91900,     賣出, 24.67000, 24.42000, 24.47700, 24.59200, 24.57900, 24.56200, 24.55200, 24.54200, 24.53200,
 SGD,     買入, 22.72000, 23.14000, 23.13200, 23.11500, 23.08900, 23.07500, 23.05300, 23.03100, 23.00900,     賣出, 23.50000, 23.32000, 23.32000, 23.32000, 23.30000, 23.27800, 23.26400, 23.24900, 23.23500,
 CHF,     買入, 31.60000, 32.13000, 32.04700, 31.88000, 31.91000, 31.94200, 31.97200, 32.00200, 32.03200,     賣出, 32.66000, 32.42000, 32.53300, 32.75800, 32.79100, 32.82200, 32.86500, 32.90900, 32.95200,
 JPY,     買入,  0.29920,  0.30560,  0.30560,  0.30560,  0.30570,  0.30580,  0.30600,  0.30610,  0.30620,     賣出,  0.31020,  0.30960,  0.30970,  0.31000,  0.31010,  0.31030,  0.31050,  0.31080,  0.31110,
 ZAR,     買入,  0.00000,  2.18000,  2.16500,  2.13600,  2.12200,  2.10800,  2.09300,  2.07900,  2.06400,     賣出,  0.00000,  2.26000,  2.26500,  2.27400,  2.25900,  2.24400,  2.23000,  2.21500,  2.20100,
 SEK,     買入,  3.33000,  3.67000,  3.67100,  3.67200,  3.67500,  3.67700,  3.67900,  3.68100,  3.68400,     賣出,  3.84000,  3.77000,  3.77200,  3.77500,  3.77800,  3.78000,  3.78400,  3.78700,  3.79100,
 NZD,     買入, 23.02000, 23.26000, 23.28000, 23.31900, 23.27400, 23.23000, 23.18500, 23.14100, 23.09600,     賣出, 23.65000, 23.46000, 23.40900, 23.30700, 23.26200, 23.21800, 23.18200, 23.14600, 23.11000,
 THB,     買入,  0.79860,  0.88710,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.94160,  0.92710,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.61910,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.75210,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00208,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00278,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 34.51000, 35.01000, 35.01000, 35.01100, 35.02100, 35.03500, 35.04800, 35.06100, 35.07400,     賣出, 35.66000, 35.41000, 35.42400, 35.45300, 35.46800, 35.48500, 35.51400, 35.54300, 35.57100,
 KRW,     買入,  0.02685,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.03075,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00103,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00153,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.46500,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.26000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.58800,  4.66000,  4.65480,  4.64440,  4.63260,  4.62030,  4.60870,  4.59730,  4.58580,     賣出,  4.75000,  4.71000,  4.70710,  4.70130,  4.69200,  4.68250,  4.67340,  4.66430,  4.65520,
