幣別,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天,     匯率,     現金,     即期, 遠期10天, 遠期30天, 遠期60天, 遠期90天,遠期120天,遠期150天,遠期180天
 USD,     買入, 31.83000, 32.13000, 32.12100, 32.10200, 32.07900, 32.05800, 32.03300, 32.01200, 31.98400,     賣出, 32.37200, 32.23000, 32.22400, 32.21300, 32.19200, 32.17000, 32.15400, 32.13600, 32.12300,
 HKD,     買入,  3.99700,  4.11700,  4.11600,  4.11500,  4.11300,  4.11100,  4.10900,  4.10600,  4.10300,     賣出,  4.19200,  4.17700,  4.17700,  4.17700,  4.17600,  4.17500,  4.17300,  4.17100,  4.16900,
 GBP,     買入, 41.88000, 42.75000, 42.73800, 42.71400, 42.69200, 42.67600, 42.65500, 42.63500, 42.61500,     賣出, 43.81000, 43.17000, 43.16800, 43.16400, 43.14600, 43.13000, 43.12400, 43.11800, 43.11200,
 AUD,     買入, 23.68000, 23.87000, 23.85200, 23.81500, 23.77100, 23.73100, 23.68600, 23.64500, 23.60100,     賣出, 24.34000, 24.10000, 24.08900, 24.06600, 24.02400, 23.98400, 23.94500, 23.91100, 23.87400,
 CAD,     買入, 24.46000, 24.73000, 24.72100, 24.70400, 24.68800, 24.67100, 24.65200, 24.63400, 24.61500,     賣出, 25.20000, 24.95000, 24.94900, 24.94700, 24.93000, 24.91400, 24.90300, 24.89200, 24.88100,
 SGD,     買入, 23.40000, 23.82000, 23.80900, 23.78700, 23.76000, 23.73500, 23.70900, 23.68300, 23.65700,     賣出, 24.18000, 24.00000, 23.99500, 23.98500, 23.96700, 23.94100, 23.92100, 23.90100, 23.88200,
 CHF,     買入, 32.28000, 32.81000, 32.81700, 32.83200, 32.85700, 32.88300, 32.91400, 32.94500, 32.97500,     賣出, 33.34000, 33.10000, 33.12000, 33.16100, 33.19200, 33.22700, 33.27500, 33.32300, 33.37100,
 JPY,     買入,  0.30440,  0.31080,  0.31080,  0.31070,  0.31080,  0.31100,  0.31120,  0.31130,  0.31140,     賣出,  0.31540,  0.31480,  0.31490,  0.31510,  0.31520,  0.31540,  0.31570,  0.31600,  0.31630,
 ZAR,     買入,  0.00000,  2.14000,  2.13400,  2.12200,  2.10700,  2.09200,  2.07700,  2.06300,  2.04900,     賣出,  0.00000,  2.24000,  2.23600,  2.22800,  2.21200,  2.19800,  2.18400,  2.17000,  2.15600,
 SEK,     買入,  3.42000,  3.76000,  3.76000,  3.75900,  3.76100,  3.76300,  3.76500,  3.76800,  3.77100,     賣出,  3.93000,  3.86000,  3.86200,  3.86600,  3.86900,  3.87200,  3.87500,  3.87800,  3.88100,
 NZD,     買入, 22.66000, 22.90000, 22.88000, 22.84000, 22.78700, 22.74000, 22.69100, 22.64100, 22.59100,     賣出, 23.29000, 23.10000, 23.08500, 23.05500, 23.00400, 22.95600, 22.91400, 22.87100, 22.82800,
 THB,     買入,  0.81310,  0.90160,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.95610,  0.94160,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 PHP,     買入,  0.63560,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.76860,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 IDR,     買入,  0.00208,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00278,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 EUR,     買入, 35.04000, 35.54000, 35.54000, 35.53900, 35.54900, 35.56700, 35.57800, 35.59000, 35.60200,     賣出, 36.19000, 35.94000, 35.95200, 35.97700, 35.99500, 36.01300, 36.04300, 36.07300, 36.10400,
 KRW,     買入,  0.02631,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.03021,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 VND,     買入,  0.00107,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  0.00157,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 MYR,     買入,  6.83300,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,     賣出,  8.62800,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,
 CNY,     買入,  4.72800,  4.80000,  4.79640,  4.78930,  4.77910,  4.76830,  4.75650,  4.74480,  4.73300,     賣出,  4.89000,  4.85000,  4.84770,  4.84320,  4.83520,  4.82670,  4.81850,  4.81030,  4.80220,
