幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,30.02500,30.32500,30.31100,30.28400,30.24400,30.20000,30.15300,30.10300,30.04500,本行賣出,30.56700,30.42500,30.41500,30.39600,30.35600,30.31300,30.26900,30.22500,30.18400,
HKD,本行買入,3.75800,3.87800,3.87600,3.87300,3.87100,3.86700,3.86200,3.85700,3.85200,本行賣出,3.95300,3.93800,3.93800,3.93800,3.93500,3.93100,3.92800,3.92500,3.92200,
GBP,本行買入,37.08000,37.95000,37.93200,37.89700,37.87300,37.84700,37.81500,37.78200,37.75000,本行賣出,39.01000,38.37000,38.37100,38.37200,38.34800,38.32300,38.30500,38.28700,38.26900,
AUD,本行買入,22.62000,22.81000,22.79000,22.74900,22.70500,22.65800,22.60800,22.55800,22.51000,本行賣出,23.28000,23.04000,23.03100,23.01400,22.96900,22.92200,22.88100,22.83900,22.79900,
CAD,本行買入,22.57000,22.84000,22.82800,22.80300,22.78300,22.75900,22.73200,22.70500,22.67700,本行賣出,23.31000,23.06000,23.05900,23.05700,23.03600,23.01100,22.99200,22.97300,22.95400,
SGD,本行買入,21.25000,21.67000,21.65600,21.62800,21.60500,21.57600,21.54400,21.51200,21.47900,本行賣出,22.03000,21.85000,21.84800,21.84300,21.81900,21.79100,21.77200,21.75200,21.73200,
CHF,本行買入,29.64000,30.17000,30.16700,30.16200,30.18000,30.19100,30.20100,30.21200,30.22200,本行賣出,30.70000,30.46000,30.46900,30.48800,30.50600,30.52000,30.54100,30.56200,30.58400,
JPY,本行買入,0.27090,0.27730,0.27730,0.27730,0.27730,0.27730,0.27730,0.27730,0.27730,本行賣出,0.28190,0.28130,0.28140,0.28150,0.28140,0.28140,0.28150,0.28150,0.28150,
ZAR,本行買入,0.00000,2.22000,2.21500,2.20400,2.18900,2.17400,2.15900,2.14400,2.13000,本行賣出,0.00000,2.30000,2.29600,2.28800,2.27300,2.25900,2.24400,2.23000,2.21600,
SEK,本行買入,3.01000,3.35000,3.34900,3.34800,3.34800,3.34900,3.34900,3.34800,3.34800,本行賣出,3.52000,3.45000,3.45100,3.45200,3.45300,3.45300,3.45400,3.45500,3.45700,
NZD,本行買入,20.90000,21.14000,21.11900,21.07700,21.03100,20.98500,20.93600,20.88700,20.83700,本行賣出,21.53000,21.34000,21.33100,21.31300,21.26700,21.22100,21.18000,21.13800,21.09700,
THB,本行買入,0.77980,0.86830,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.92280,0.90830,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.56620,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.69920,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00198,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00268,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,31.71000,32.21000,32.21100,32.21300,32.21500,32.21700,32.22100,32.22300,32.23100,本行賣出,32.86000,32.61000,32.61900,32.63800,32.64400,32.65100,32.66000,32.66800,32.67600,
KRW,本行買入,0.02498,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02888,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00097,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00147,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,5.81700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.35200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.32000,4.39200,4.38650,4.37560,4.35730,4.33990,4.32110,4.30230,4.28360,本行賣出,4.48200,4.44200,4.43830,4.43090,4.41620,4.40160,4.38800,4.37450,4.36110,
