幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,30.45500,30.75500,30.74500,30.72600,30.69400,30.65700,30.61700,30.57300,30.52700,本行賣出,30.99700,30.85500,30.84900,30.83700,30.80600,30.76600,30.73400,30.70000,30.66500,
HKD,本行買入,3.81900,3.93900,3.93800,3.93600,3.93300,3.92900,3.92400,3.91900,3.91300,本行賣出,4.01400,3.99900,3.99900,3.99600,3.99700,3.99200,3.98900,3.98600,3.98200,
GBP,本行買入,37.22000,38.09000,38.08200,38.06600,38.05000,38.03600,38.01600,37.99500,37.97500,本行賣出,39.15000,38.51000,38.51500,38.52600,38.51100,38.49800,38.49000,38.48200,38.47400,
AUD,本行買入,23.36000,23.55000,23.53200,23.49700,23.45700,23.41200,23.36400,23.31700,23.27100,本行賣出,24.02000,23.78000,23.77500,23.76400,23.72300,23.67700,23.63600,23.59700,23.56000,
CAD,本行買入,23.17000,23.44000,23.43300,23.42000,23.40300,23.38100,23.35700,23.33300,23.30900,本行賣出,23.91000,23.66000,23.66000,23.66100,23.64400,23.62200,23.60600,23.59100,23.57500,
SGD,本行買入,21.23000,21.65000,21.64200,21.62500,21.60300,21.58100,21.55100,21.52100,21.49100,本行賣出,22.01000,21.83000,21.83000,21.83000,21.81400,21.78700,21.76700,21.74800,21.72800,
CHF,本行買入,30.02000,30.55000,30.55200,30.55500,30.57400,30.59800,30.61900,30.64000,30.66200,本行賣出,31.08000,30.84000,30.85500,30.88400,30.90300,30.93000,30.96200,30.99300,31.02400,
JPY,本行買入,0.26390,0.27030,0.27030,0.27020,0.27040,0.27040,0.27040,0.27040,0.27050,本行賣出,0.27490,0.27430,0.27430,0.27440,0.27460,0.27460,0.27470,0.27490,0.27500,
ZAR,本行買入,0.00000,2.30000,2.29500,2.28400,2.26900,2.25300,2.23700,2.22100,2.20500,本行賣出,0.00000,2.38000,2.37600,2.36800,2.35300,2.33700,2.32200,2.30600,2.29100,
SEK,本行買入,3.07000,3.41000,3.41000,3.41100,3.41200,3.41500,3.41600,3.41700,3.41800,本行賣出,3.58000,3.51000,3.51100,3.51400,3.51500,3.51800,3.52100,3.52300,3.52500,
NZD,本行買入,21.79000,22.03000,22.01400,21.98200,21.93900,21.88900,21.83800,21.78800,21.73800,本行賣出,22.42000,22.23000,22.22200,22.20500,22.16000,22.11100,22.06800,22.02500,21.98200,
THB,本行買入,0.77580,0.86430,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.91880,0.90430,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.56500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.69800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00198,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00268,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,32.00000,32.50000,32.50000,32.49900,32.51800,32.52100,32.52600,32.53200,32.53700,本行賣出,33.15000,32.90000,32.90700,32.92000,32.94800,32.94700,32.96500,32.98400,33.00200,
KRW,本行買入,0.02511,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02901,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00148,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,5.86100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.39600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.39900,4.47100,4.46290,4.44660,4.42490,4.40630,4.38630,4.36650,4.34670,本行賣出,4.56100,4.52100,4.51530,4.50380,4.48670,4.47160,4.45650,4.44140,4.42640,
