幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,29.82500,30.12500,30.10800,30.07400,30.02800,29.97000,29.90600,29.86300,29.80200,本行賣出,30.36700,30.22500,30.21300,30.18800,30.14400,30.08500,30.03000,29.99100,29.94800,
HKD,本行買入,3.71400,3.83400,3.83300,3.83000,3.82600,3.82300,3.81900,3.81500,3.81100,本行賣出,3.90900,3.89400,3.89400,3.89300,3.89100,3.88700,3.88400,3.88100,3.87900,
GBP,本行買入,39.01000,39.88000,39.86500,39.83500,39.80700,39.78400,39.75200,39.72000,39.68700,本行賣出,40.94000,40.30000,40.30200,40.30500,40.27900,40.25700,40.24100,40.22400,40.20700,
AUD,本行買入,23.34000,23.53000,23.51100,23.47200,23.42900,23.38100,23.33300,23.28700,23.24100,本行賣出,24.00000,23.76000,23.75000,23.72900,23.68600,23.64000,23.60100,23.56200,23.52400,
CAD,本行買入,23.84000,24.11000,24.09500,24.06600,24.03500,23.99700,23.95800,23.92000,23.88100,本行賣出,24.58000,24.33000,24.32500,24.31500,24.28400,24.24800,24.21800,24.18800,24.15800,
SGD,本行買入,21.78000,22.20000,22.18600,22.15700,22.13100,22.10000,22.07100,22.04100,22.01200,本行賣出,22.56000,22.38000,22.37700,22.37200,22.34800,22.32100,22.30000,22.28000,22.25900,
CHF,本行買入,30.26000,30.79000,30.78800,30.78500,30.80100,30.82400,30.83700,30.85000,30.86300,本行賣出,31.32000,31.08000,31.09300,31.11800,31.13300,31.15900,31.18300,31.20800,31.23300,
JPY,本行買入,0.26080,0.26720,0.26720,0.26710,0.26700,0.26710,0.26700,0.26700,0.26690,本行賣出,0.27180,0.27120,0.27120,0.27130,0.27120,0.27130,0.27130,0.27140,0.27140,
ZAR,本行買入,0.00000,2.20000,2.19400,2.18300,2.16900,2.15500,2.14100,2.12700,2.11400,本行賣出,0.00000,2.28000,2.27600,2.26800,2.25400,2.24000,2.22800,2.21500,2.20300,
SEK,本行買入,3.34000,3.68000,3.67900,3.67800,3.67900,3.68100,3.68200,3.68200,3.68300,本行賣出,3.85000,3.78000,3.78100,3.78300,3.78400,3.78600,3.78800,3.79000,3.79200,
NZD,本行買入,21.21000,21.45000,21.42900,21.38800,21.34400,21.29600,21.25000,21.20300,21.15700,本行賣出,21.84000,21.65000,21.64000,21.61900,21.57500,21.52900,21.49000,21.45100,21.41200,
THB,本行買入,0.80860,0.89710,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.95160,0.93710,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.53790,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.67090,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00188,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00258,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,35.05000,35.55000,35.54700,35.54200,35.54500,35.55000,35.54800,35.54500,35.54300,本行賣出,36.20000,35.95000,35.95700,35.97200,35.97900,35.98500,35.99600,36.00700,36.01800,
KRW,本行買入,0.02498,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02888,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00096,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00146,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.09100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.66100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.49500,4.56700,4.56080,4.54830,4.53050,4.50960,4.49040,4.47130,4.45230,本行賣出,4.65700,4.61700,4.61300,4.60490,4.59120,4.57440,4.56070,4.54710,4.53360,
